Sample ID,Species,Sex,Collection_Date,Site,Latitude,Longitude,Time_Chill_Coma_minutes,Mass_Before_CTmax_mg,Mass_After_CTmax_mg,deltaMass_mg,CTmax_Celsius,Time_to_CTmax_min,28sReferenceGene_RawCT_Mean,Trypanosome_RawCT_Mean,Trypanosome_DeltaCT,Trypanosome_ddCT,Trypanosome_2^-ddCT,Trypanosome_log(2^-ddCT),Trypanosome_RelativeIntensity_AdjustedforThreshold,Vairimorpha_apis_RawCT_Mean,Vairimorpha_apis_DeltaCT,Vairimorpha_apis_ddCT,Vairimorpha_apis_2^-ddCT,Vairimorpha_apis_log(2^-ddCT),Vairimorpha_apis_RelativeIntensity_AdjustedforThreshold,Spiroplasma_apis_RawCT_Mean,Spiroplasma_apis_DeltaCT,Spiroplasma_apis_ddCT,Spiroplasma_apis_2^-ddCT,Spiroplasma_apis_log(2^-ddCT),Spiroplasma_apis_RelativeIntensity_AdjustedforThreshold
epl0619,Xenoglossa_pruinosa,Male,8/1/2019,Tyrone,40.604,-78.22,106,75.6,58.1,-17.5,42.12,168.48,12.42349,31.33642,18.91293,-11.6375,3185.955,3.50324,3.50324,30.13468,17.71119,-10.9398,1964.273,3.293202,3.293202,41,28.57651,-2.69808,6.489391,0.812204,0
epl0620,Xenoglossa_pruinosa,Female,8/1/2019,Tyrone,40.604,-78.22,106,156.1,97.8,-58.3,48.31,193.24,12.86433,33.42656,20.56223,-9.98821,1015.666,3.006751,3.006751,30.76825,17.90392,-10.7471,1718.638,3.235184,3.235184,41,28.13567,-3.13892,8.808663,0.94491,0
epl0621,Xenoglossa_pruinosa,Female,8/1/2019,Tyrone,40.604,-78.22,106,99.7,72.9,-26.8,44.11,176.44,13.40401,31.6643,18.26029,-12.2902,5008.455,3.699704,3.699704,29.15247,15.74846,-12.9025,7656.716,3.884043,3.884043,36.20318,22.79917,-8.47542,355.9234,2.551357,0
epl0622,Xenoglossa_pruinosa,Male,8/1/2019,Tyrone,40.604,-78.22,106,83,56.6,-26.4,48.69,194.76,14.20267,32.61004,18.40737,-12.1431,4523.018,3.655428,3.655428,31.02677,16.8241,-11.8269,3632.81,3.560243,3.560243,33.32068,19.11801,-12.1566,4565.582,3.659496,3.659496
epl0623,Xenoglossa_pruinosa,Female,8/1/2019,Tyrone,40.604,-78.22,106,117.7,78.8,-38.9,45.1,180.4,12.76182,34.05113,21.28931,-9.26113,613.5895,2.787878,2.787878,30.10591,17.34409,-11.3069,2533.437,3.40371,3.40371,30.84103,18.07921,-13.1954,9380.07,3.972206,3.972206
epl0624,Xenoglossa_pruinosa,Male,8/1/2019,Tyrone,40.604,-78.22,106,88.9,64.4,-24.5,50.51,202.04,13.07928,33.4088,20.32952,-10.2209,1193.448,3.076804,3.076804,29.6751,16.59582,-12.0552,4255.609,3.628962,3.628962,31.97264,18.89336,-12.3812,5334.854,3.727123,3.727123
epl0625,Xenoglossa_pruinosa,Male,8/1/2019,Tyrone,40.604,-78.22,106,94.3,83.7,-10.6,43.95,175.8,13.2029,32.62528,19.42238,-11.1281,2238.102,3.34988,3.34988,31.44008,18.23718,-10.4138,1364.153,3.134863,3.134863,30.23962,17.03672,-14.2379,19320.88,4.286027,4.286027
epl0626,Xenoglossa_pruinosa,Female,8/1/2019,Tyrone,40.604,-78.22,106,152.4,130,-22.4,42.1,168.4,12.98457,34.31726,21.33269,-9.21775,595.4143,2.774819,2.774819,30.0291,17.04453,-11.6064,3118.075,3.493887,3.493887,33.09533,20.11076,-11.1638,2294.292,3.360649,3.360649
epl0627,Xenoglossa_pruinosa,Male,8/1/2019,Tyrone,40.604,-78.22,106,70.5,43.1,-27.4,50.73,202.92,12.85269,25.16122,12.30853,-18.2419,310000.3,5.491362,5.491362,30.48634,17.63365,-11.0173,2072.735,3.316544,3.316544,38.37387,25.52118,-5.75341,53.94484,1.73195,0
epl0628,Xenoglossa_pruinosa,Male,8/1/2019,Tyrone,40.604,-78.22,106,138.2,116.1,-22.1,52.28,209.12,13.6527,34.82373,21.17103,-9.37941,666.0146,2.823484,2.823484,32.49842,18.84572,-9.80525,894.6937,2.951674,2.951674,41,27.3473,-3.92729,15.21364,1.182233,0
epl0629,Xenoglossa_pruinosa,Male,8/1/2019,Tyrone,40.604,-78.22,106,129.6,103.8,-25.8,47.42,189.68,13.44188,33.15557,19.71369,-10.8368,1828.887,3.262187,3.262187,32.04251,18.60063,-10.0503,1060.361,3.025454,3.025454,41,27.55812,-3.71647,13.14528,1.11877,0
epl0630,Xenoglossa_pruinosa,Male,8/1/2019,Tyrone,40.604,-78.22,106,109.5,90.1,-19.4,44.9,179.6,13.12882,32.67366,19.54484,-11.0056,2055.965,3.313016,3.313016,31.33618,18.20736,-10.4436,1392.643,3.14384,3.14384,31.59894,18.47012,-12.8045,7153.696,3.85453,3.85453
epl0631,Xenoglossa_pruinosa,Female,8/1/2019,Tyrone,40.604,-78.22,106,155.8,139.2,-16.6,39.85,159.4,12.39317,34.90288,22.50971,-8.04073,263.3304,2.420501,2.420501,30.43449,18.04132,-10.6097,1562.51,3.193823,3.193823,35.76552,23.37235,-7.90224,239.2281,2.378812,0
epl0646,Xenoglossa_pruinosa,Male,8/2/2019,Loganton,41.036,-77.27,100,85.3,78.5,-6.8,43.22,172.88,12.24994,32.80605,20.55611,-9.99433,1019.983,3.008593,3.008593,27.64079,15.39085,-13.2601,9810.562,3.991694,3.991694,28.47761,16.22767,-15.0469,33851.29,4.529575,4.529575
epl0647,Xenoglossa_pruinosa,Male,8/2/2019,Loganton,41.036,-77.27,100,106.5,101.3,-5.2,29.26,117.04,13.30016,33.58612,20.28596,-10.2645,1230.032,3.089916,3.089916,28.30481,15.00465,-13.6463,12821.88,4.107952,4.107952,30.29718,16.99702,-14.2776,19859.93,4.297978,4.297978
epl0648,Xenoglossa_pruinosa,Female,8/2/2019,Loganton,41.036,-77.27,100,84.7,69.1,-15.6,49.95,199.8,13.18604,33.22206,20.03602,-10.5144,1462.702,3.165156,3.165156,28.03979,14.85375,-13.7972,14235.64,4.153377,4.153377,31.39763,18.21159,-13.063,8557.674,3.932356,3.932356
epl0649,Xenoglossa_pruinosa,Male,8/2/2019,Loganton,41.036,-77.27,100,69,62.2,-6.8,44.82,179.28,12.41985,33.6135,21.19365,-9.35679,655.6536,2.816674,2.816674,28.89146,16.47161,-12.1794,4638.234,3.666353,3.666353,30.09454,17.67469,-13.5999,12415.92,4.093979,4.093979
epl0650,Xenoglossa_pruinosa,Female,8/2/2019,Loganton,41.036,-77.27,100,90.3,77.2,-13.1,46.79,187.16,12.16283,32.88235,20.71952,-9.83092,910.7555,2.959402,2.959402,27.44788,15.28505,-13.3659,10557.06,4.023543,4.023543,30.47578,18.31295,-12.9616,7977.069,3.901843,3.901843
epl0651,Xenoglossa_pruinosa,Female,8/2/2019,Loganton,41.036,-77.27,100,119.3,103.6,-15.7,50.8,203.2,14.36302,34.94216,20.57914,-9.9713,1003.831,3.00166,3.00166,31.09444,16.73142,-11.9196,3873.844,3.588142,3.588142,41,26.63698,-4.63761,24.89205,1.396061,0
epl0652,Xenoglossa_pruinosa,Male,8/2/2019,Loganton,41.036,-77.27,100,63.9,59.4,-4.5,43.57,174.28,12.32041,31.75143,19.43102,-11.1194,2224.738,3.347279,3.347279,28.54398,16.22357,-12.4274,5508.333,3.74102,3.74102,36.28946,23.96905,-7.30554,158.1931,2.199188,0
epl0653,Xenoglossa_pruinosa,Female,8/2/2019,Loganton,41.036,-77.27,100,171.5,146.3,-25.2,54.15,216.6,13.74295,34.91595,21.173,-9.37744,665.1058,2.822891,2.822891,30.28892,16.54597,-12.105,4405.225,3.643968,3.643968,34.88543,21.14248,-10.1321,1122.199,3.05007,3.05007
epl0654,Xenoglossa_pruinosa,Female,8/2/2019,Loganton,41.036,-77.27,100,81.7,71.7,-10,47.1,188.4,12.19697,33.8271,21.63013,-8.92031,484.4856,2.685281,2.685281,30.80478,18.60781,-10.0432,1055.097,3.023292,3.023292,41,28.80303,-2.47156,5.546444,0.744015,0
epl0655,Xenoglossa_pruinosa,Male,8/2/2019,Loganton,41.036,-77.27,100,67.6,59.1,-8.5,47.96,191.84,14.3185,34.39004,20.07154,-10.4789,1427.129,3.154463,3.154463,30.1543,15.8358,-12.8152,7206.934,3.857751,3.857751,41,26.6815,-4.59309,24.13564,1.382659,0
epl0656,Xenoglossa_pruinosa,Female,8/2/2019,Loganton,41.036,-77.27,100,141,109.3,-31.7,51.18,204.72,13.09729,33.81575,20.71846,-9.83198,911.4249,2.959721,2.959721,30.86766,17.77037,-10.8806,1885.328,3.275387,3.275387,31.86435,18.76706,-12.5075,5822.944,3.765143,3.765143
epl0657,Xenoglossa_pruinosa,Male,8/2/2019,Loganton,41.036,-77.27,100,76,65.9,-10.1,48.69,194.76,14.01511,34.26032,20.24521,-10.3052,1265.27,3.102183,3.102183,30.93616,16.92105,-11.7299,3396.705,3.531058,3.531058,32.26101,18.2459,-13.0287,8356.557,3.922027,3.922027
epl0658,Xenoglossa_pruinosa,Female,8/2/2019,Loganton,41.036,-77.27,100,87.1,70.9,-16.2,46.07,184.28,11.98238,33.50614,21.52376,-9.02668,521.5566,2.717301,2.717301,31.89609,19.91371,-8.73726,426.7537,2.630177,2.630177,33.71188,21.7295,-9.54509,747.0666,2.873359,2.873359
epl0659,Xenoglossa_pruinosa,Male,8/2/2019,Loganton,41.036,-77.27,100,85.4,79.6,-5.8,43.7,174.8,12.8641,33.69436,20.83026,-9.72018,843.4624,2.926066,2.926066,29.87722,17.01312,-11.6379,3186.706,3.503342,3.503342,32.28573,19.42163,-11.853,3699.111,3.568097,3.568097
epl0660,Xenoglossa_pruinosa,Female,8/2/2019,Loganton,41.036,-77.27,100,121.1,109.2,-11.9,46.18,184.72,12.85183,31.65403,18.8022,-11.7482,3440.112,3.536573,3.536573,31.83818,18.98635,-9.66462,811.5972,2.909341,2.909341,31.62768,18.77585,-12.4987,5787.574,3.762497,3.762497
epl0661,Xenoglossa_pruinosa,Male,8/2/2019,Loganton,41.036,-77.27,100,72.9,65.7,-7.2,41.51,166.04,13.05672,34.91242,21.8557,-8.69474,414.3597,2.617378,2.617378,30.70052,17.6438,-11.0072,2058.204,3.313488,3.313488,33.76003,20.70331,-10.5713,1521.505,3.182273,3.182273
epl0662,Xenoglossa_pruinosa,Female,8/2/2019,Loganton,41.036,-77.27,100,138.9,116.4,-22.5,45.43,181.72,11.96898,34.95074,22.98176,-7.56868,189.8452,2.2784,2.2784,29.77595,17.80697,-10.844,1838.101,3.264369,3.264369,41,29.03102,-2.24357,4.735685,0.675383,0
epl0663,Xenoglossa_pruinosa,Female,8/2/2019,Loganton,41.036,-77.27,100,95.1,83.6,-11.5,46.03,184.12,12.30609,33.89659,21.5905,-8.95994,497.9786,2.697211,2.697211,29.84191,17.53582,-11.1152,2218.164,3.345994,3.345994,41,28.69391,-2.58068,5.982228,0.776863,0
epl0664,Xenoglossa_pruinosa,Male,8/2/2019,Loganton,41.036,-77.27,100,91.6,83.3,-8.3,37.03,148.12,13.85392,33.5696,19.71568,-10.8348,1826.366,3.261588,3.261588,31.26762,17.4137,-11.2373,2414.1,3.382755,3.382755,41,27.14608,-4.12851,17.49066,1.242806,0
epl0665,Xenoglossa_pruinosa,Male,8/2/2019,Loganton,41.036,-77.27,100,68.3,60.6,-7.7,40.93,163.72,12.78761,32.13685,19.34924,-11.2012,2354.492,3.371897,3.371897,29.51103,16.72342,-11.9276,3895.384,3.59055,3.59055,38.60416,25.81655,-5.45804,43.95767,1.643035,0
epl0666,Xenoglossa_pruinosa,Female,8/2/2019,Loganton,41.036,-77.27,100,109.5,86.3,-23.2,45.56,182.24,13.19228,32.97335,19.78107,-10.7694,1745.434,3.241903,3.241903,31.50289,18.31061,-10.3404,1296.458,3.112759,3.112759,31.03504,17.84276,-13.4318,11050.57,4.043385,4.043385
epl0667,Xenoglossa_pruinosa,Male,8/2/2019,Loganton,41.036,-77.27,100,81.1,72.8,-8.3,35.28,141.12,13.03614,35.19591,22.15977,-8.39067,335.6165,2.525843,0,30.52748,17.49134,-11.1596,2287.617,3.359383,3.359383,31.89052,18.85438,-12.4202,5480.96,3.738857,3.738857
epl0668,Xenoglossa_pruinosa,Female,8/2/2019,Loganton,41.036,-77.27,100,107.1,98.7,-8.4,41.41,165.64,13.06709,35.48653,22.41944,-8.131,280.3334,2.447675,0,30.04453,16.97744,-11.6735,3266.5,3.514083,3.514083,32.37886,19.31177,-11.9628,3991.798,3.601169,3.601169
epl0669,Xenoglossa_pruinosa,Male,8/2/2019,Loganton,41.036,-77.27,100,104.9,101,-3.9,44.84,179.36,12.8838,34.12562,21.24182,-9.30862,634.1235,2.802174,2.802174,30.6289,17.7451,-10.9059,1918.642,3.282994,3.282994,31.87629,18.99249,-12.2821,4980.597,3.697281,3.697281
epl0670,Xenoglossa_pruinosa,Female,8/2/2019,Loganton,41.036,-77.27,100,155.1,116.9,-38.2,50.71,202.84,12.32062,34.05556,21.73494,-8.8155,450.5364,2.65373,2.65373,29.07956,16.75894,-11.892,3800.649,3.579858,3.579858,31.26724,18.94662,-12.328,5141.498,3.71109,3.71109
epl0671,Xenoglossa_pruinosa,Female,8/2/2019,Loganton,41.036,-77.27,100,167.6,137.4,-30.2,50.75,203,11.86391,33.01911,21.1552,-9.39524,673.3627,2.828249,2.828249,31.04789,19.18398,-9.46699,707.698,2.849848,2.849848,41,29.13609,-2.1385,4.403049,0.643754,0
epl0672,Xenoglossa_pruinosa,Male,8/2/2019,Loganton,41.036,-77.27,100,101.5,94.2,-7.3,48,192,12.72189,37.60487,24.88298,-5.66746,50.82477,1.706075,0,32.38647,19.66458,-8.98639,507.1926,2.705173,2.705173,36.58206,23.86017,-7.41442,170.594,2.231964,0
epl0673,Xenoglossa_pruinosa,Male,8/2/2019,Loganton,41.036,-77.27,100,154.1,137.4,-16.7,52.59,210.36,12.44159,33.57469,21.1331,-9.41734,683.7571,2.834902,2.834902,30.51334,18.07175,-10.5792,1529.898,3.184663,3.184663,37.01441,24.57282,-6.70177,104.0962,2.017435,0
epl0674,Xenoglossa_pruinosa,Male,8/2/2019,Loganton,41.036,-77.27,100,46.9,35.9,-11,44.2,176.8,12.91828,34.55926,21.64098,-8.90946,480.8556,2.682015,2.682015,30.76893,17.85065,-10.8003,1783.283,3.25122,3.25122,41,28.08172,-3.19287,9.144302,0.961151,0
epl0675,Xenoglossa_pruinosa,Female,8/2/2019,Loganton,41.036,-77.27,100,163.3,155.5,-7.8,38.42,153.68,11.93644,33.37746,21.44102,-9.10942,552.3428,2.742209,2.742209,30.87722,18.94078,-9.71019,837.642,2.923058,2.923058,41,29.06356,-2.21103,4.630067,0.665587,0
