Plantlabel,PlantlabelDNA,Replicate,Generation,Soil,Soilline,Pollinationline,Herbivoryline,Treatment,Native_soil,Seedssowedout,Germination,Germinationrate,Weightperseed,NbFlowers,Height,leaf_size,Lengthperbranch,Timetofirstflower,Flowerproduction,Flowerdiameter,Petal_length,Petal_width,Style,Stamen,Herkogamy,Visits,MatriceNB
RB_G1_T_32,RB_G1_T_32,B,1,T,G1,G1,G1,TG1,1,4,4,100,NA,0,38.2,6.46,24.5,21,34,NA,NA,NA,NA,NA,NA,NA,NA
RB_G1_T_33,RB_G1_T_33,B,1,T,G1,G1,G1,TG1,1,4,4,100,NA,6,33.2,6.46,NA,22,30,12.565,0.994,0.4075,0.69,0.6695,0.0385,NA,NA
RB_G1_T_34,RB_G1_T_34,B,1,T,G1,G1,G1,TG1,1,4,4,100,NA,13,31,7.245,39.5,21,27,10.41,1.12,0.519,0.879,0.62,0.259,NA,NA
RB_G1_T_35,RB_G1_T_35,B,1,T,G1,G1,G1,TG1,1,4,4,100,NA,0,40.5,8.64,12.5,22,16,13.38,0.9345,0.447,0.751,0.5835,0.1675,NA,NA
RB_G1_T_36,RB_G1_T_36,B,1,T,G1,G1,G1,TG1,1,4,4,100,NA,5,32.2,5.72,14.8,22,23,12.075,0.8985,0.3825,0.6895,0.6125,0.077,NA,NA
RA_LinL_NH_H_01,RA_LL_NH_H_01,A,10,L,L,H,NH,LLHNH,1,6,4,66.66666667,2.936363636,6,22.1,6.71,4,23,15,NA,NA,NA,NA,NA,NA,1,M6
RA_LinL_NH_H_02,RA_LL_NH_H_02,A,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,1.827272727,5,30.2,8.03,0,23,18,12.71,0.6025,0.4145,1.2415,0.668,0.5735,0,M6
RA_LinL_NH_H_10,RA_LL_NH_H_10,A,10,L,L,H,NH,LLHNH,1,6,6,100,3.08,8,39.7,10.01,0,25,14,NA,NA,NA,NA,NA,NA,NA,NA
RA_LinL_NH_H_03,RA_LL_NH_H_03,A,10,L,L,H,NH,LLHNH,1,6,6,100,2.25,0,26,8.625,0,26,9,NA,NA,NA,NA,NA,NA,NA,NA
RA_LinL_NH_H_04,RA_LL_NH_H_04,A,10,L,L,H,NH,LLHNH,1,6,6,100,2.5,11,36.1,6.3,7.8,23,25,13.69,0.9455,0.419,0.7285,0.5845,0.144,1,M6
RA_LinL_NH_H_11,RA_LL_NH_H_11,A,10,L,L,H,NH,LLHNH,1,6,6,100,1.864285714,3,35.1,5.85,5,23,24,13.825,0.951,0.486,0.733,0.755,0.196,NA,NA
RA_LinL_NH_H_05,RA_LL_NH_H_05,A,10,L,L,H,NH,LLHNH,1,5,4,80,1.9,1,31.1,6.51,2.4,22,15,11.135,0.65,0.361,0.53,0.5035,0.0265,NA,NA
RA_LinL_NH_H_06,RA_LL_NH_H_06,A,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,2.375,8,31,7.1,4.8,21,24,10.3,0.9145,0.381,0.86,0.5825,0.2775,NA,NA
RA_LinL_NH_H_38,RA_LL_NH_H_38,A,10,L,L,H,NH,LLHNH,1,6,1,16.66666667,2.6,6,31.6,13.5,0,33,25,15.035,0.997,0.5005,0.6675,0.695,0.0275,0,M32
RA_LinL_NH_H_12,RA_LL_NH_H_12,A,10,L,L,H,NH,LLHNH,1,6,4,66.66666667,2.09,5,31.8,9.48,0,28,25,14.13,1.092,0.568,0.385,0.779,0.394,1,M2
RA_LinL_NH_H_13,RA_LL_NH_H_13,A,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,1.423076923,8,30.2,5.355,0,26,15,13.685,0.946,0.476,0.894,0.6735,0.2205,0,M2
RA_LinL_NH_H_14,RA_LL_NH_H_14,A,10,L,L,H,NH,LLHNH,1,6,6,100,2.06,8,30.2,11.89,0,28,15,13.215,1.205,0.418,0.5705,0.5015,0.093,0,M2
RA_LinL_NH_H_15,RA_LL_NH_H_15,A,10,L,L,H,NH,LLHNH,1,6,6,100,1.427272727,3,33.1,6.84,0,29,19,12.91,0.911,0.406,0.892,0.609,0.283,NA,NA
RA_LinL_NH_H_16,RA_LL_NH_H_16,A,10,L,L,H,NH,LLHNH,1,6,6,100,2.090909091,1,25.6,6.51,0,24,14,14.47,0.895,0.512,0.893,0.668,0.225,NA,NA
RA_LinL_NH_H_17,RA_LL_NH_H_17,A,10,L,L,H,NH,LLHNH,1,6,6,100,1.766666667,2,33.5,8.25,3.1,24,18,12.82,0.837,0.42,0.978,0.512,0.466,NA,NA
RA_LinL_NH_H_07,RA_LL_NH_H_07,A,10,L,L,H,NH,LLHNH,1,3,3,100,2.6,4,30.2,9.6,4.4,26,17,11.385,0.5875,0.4815,0.7205,0.5995,0.121,NA,NA
RA_LinL_NH_H_18,RA_LL_NH_H_18,A,10,L,L,H,NH,LLHNH,1,6,6,100,2.563636364,6,40.5,14.4,0,21,20,12.71,0.6275,0.445,0.8585,0.6925,0.166,0,M2
RA_LinL_NH_H_19,RA_LL_NH_H_19,A,10,L,L,H,NH,LLHNH,1,6,6,100,2.33,2,27.3,7.75,0,24,21,11.75,0.676,0.305,0.876,0.484,0.392,0,M29
RA_LinL_NH_H_20,RA_LL_NH_H_20,A,10,L,L,H,NH,LLHNH,1,6,6,100,1.266666667,2,28.9,4.88,5.1,21,15,12.625,0.857,0.4595,0.698,0.523,0.175,1,M29
RA_LinL_NH_H_21,RA_LL_NH_H_21,A,10,L,L,H,NH,LLHNH,1,6,6,100,2.407692308,7,33.9,9.96,0,22,19,17.07,1.16,0.519,0.915,0.682,0.233,1,M29
RA_LinL_NH_H_22,RA_LL_NH_H_22,A,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,1.018181818,13,32.7,11.745,0,27,27,13.945,0.909,0.4325,0.634,0.4995,0.1345,1,M27
RA_LinL_NH_H_08,RA_LL_NH_H_08,A,10,L,L,H,NH,LLHNH,1,5,5,100,2.31,6,26.9,5.035,2,25,11,12.58,0.793,0.448,1.273,0.688,0.585,NA,NA
RA_LinL_NH_H_23,RA_LL_NH_H_23,A,10,L,L,H,NH,LLHNH,1,6,6,100,1.830769231,5,32.4,7.68,0,23,26,12.95,0.902,0.514,0.97,0.547,0.423,0,M29
RA_LinL_NH_H_24,RA_LL_NH_H_24,A,10,L,L,H,NH,LLHNH,1,6,6,100,1.928571429,3,34.4,7.25,2.9,24,24,15.655,0.9295,0.463,0.935,0.661,0.274,0,M27
RA_LinL_NH_H_25,RA_LL_NH_H_25,A,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,1.983333333,11,33.7,8.1,0,25,27,12.825,0.93,0.472,0.7875,0.544,0.2435,1,M27
RA_LinL_NH_H_26,RA_LL_NH_H_26,A,10,L,L,H,NH,LLHNH,1,6,6,100,2.809090909,1,18.9,9.625,0,35,1,NA,NA,NA,NA,NA,NA,NA,NA
RA_LinL_NH_H_27,RA_LL_NH_H_27,A,10,L,L,H,NH,LLHNH,1,6,6,100,3.409090909,5,33.6,5.06,0,23,18,14.5,1.017,0.5195,0.7525,0.5985,0.154,0,M27
RA_LinL_NH_H_28,RA_LL_NH_H_28,A,10,L,L,H,NH,LLHNH,1,6,6,100,1.635714286,13,25.4,5.4,14.5,21,26,14.465,0.826,0.419,0.697,0.6385,0.0585,0,M24
RA_LinL_NH_H_09,RA_LL_NH_H_09,A,10,L,L,H,NH,LLHNH,1,5,4,80,2.181818182,8,26.7,6.93,2.9,20,22,NA,NA,NA,NA,NA,NA,0,M6
RA_LinL_NH_H_29,RA_LL_NH_H_29,A,10,L,L,H,NH,LLHNH,1,6,6,100,2.34,8,35.2,6.6,12,21,26,14.73,0.937,0.4805,0.7895,0.6185,0.171,1,M24
RA_LinL_NH_H_30,RA_LL_NH_H_30,A,10,L,L,H,NH,LLHNH,1,6,6,100,2.135714286,9,37.4,16.585,0,19,23,12.87,0.915,0.504,0.665,0.5805,0.1895,0,M32
RA_LinL_NH_H_31,RA_LL_NH_H_31,A,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,1.891666667,11,35.2,8.875,3.1,22,34,13.085,0.8985,0.416,0.692,0.509,0.183,NA,NA
RA_LinL_NH_H_32,RA_LL_NH_H_32,A,10,L,L,H,NH,LLHNH,1,6,6,100,1.509090909,8,31.7,9.36,0,19,20,NA,NA,NA,NA,NA,NA,NA,NA
RA_LinL_NH_H_33,RA_LL_NH_H_33,A,10,L,L,H,NH,LLHNH,1,6,6,100,1.836363636,12,37.2,16.64,10.6,23,30,15.45,1.1045,0.4715,0.771,0.7595,0.0705,0,M24
RA_LinL_NH_H_34,RA_LL_NH_H_34,A,10,L,L,H,NH,LLHNH,1,6,6,100,2.090909091,1,17.3,6.6,2.2,23,15,NA,NA,NA,NA,NA,NA,0,M32
RA_LinL_NH_H_39,RA_LL_NH_H_39,A,10,L,L,H,NH,LLHNH,1,6,4,66.66666667,1.909090909,11,39.2,13.195,0,25,24,13.545,0.9665,0.3775,0.8485,0.59,0.2585,NA,NA
RA_LinL_NH_H_35,RA_LL_NH_H_35,A,10,L,L,H,NH,LLHNH,1,6,6,100,0.963636364,6,27.7,10.875,0,30,13,14.935,0.931,0.4425,0.8425,0.683,0.1595,NA,NA
RA_LinL_NH_H_36,RA_LL_NH_H_36,A,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,2.409090909,15,32.2,7.7,0,24,21,12.815,0.824,0.4475,0.693,0.5055,0.1875,0,M32
RA_LinL_NH_H_37,RA_LL_NH_H_37,A,10,L,L,H,NH,LLHNH,1,6,6,100,2.108333333,11,35.8,8.05,0,26,24,15.055,1,0.5165,0.707,0.612,0.095,0,M24
RB_LinL_NH_H_01,RB_LL_NH_H_01,B,10,L,L,H,NH,LLHNH,1,6,4,66.66666667,2.8,20,37.4,3.4,8.8,22,30,10.35,0.749,0.3145,0.4715,0.5535,0.082,NA,NA
RB_LinL_NH_H_02,RB_LL_NH_H_02,B,10,L,L,H,NH,LLHNH,1,6,4,66.66666667,2.015384615,7,34.2,6.555,17.7,22,25,13.52,0.987,0.542,0.677,0.554,0.123,1,M34
RB_LinL_NH_H_03,RB_LL_NH_H_03,B,10,L,L,H,NH,LLHNH,1,6,6,100,1.990909091,12,32.1,6,13.8,22,31,11.445,0.8425,0.358,0.649,0.488,0.161,1,M34
RB_LinL_NH_H_04,RB_LL_NH_H_04,B,10,L,L,H,NH,LLHNH,1,6,6,100,1.683333333,5,37.6,4.4,6.8,20,23,12.7,0.934,0.4505,0.89,0.5345,0.3555,0,M34
RB_LinL_NH_H_05,RB_LL_NH_H_05,B,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,2.316666667,1,28.8,4.42,14.5,23,22,NA,NA,NA,NA,NA,NA,0,M35
RB_LinL_NH_H_06,RB_LL_NH_H_06,B,10,L,L,H,NH,LLHNH,1,6,6,100,2.118181818,7,36.3,5.7,12.7,24,21,9.93,0.7675,0.3035,0.7555,0.4605,0.295,0,M35
RB_LinL_NH_H_07,RB_LL_NH_H_07,B,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,1.976923077,12,35.7,3.91,12.3,20,29,9.265,0.7075,0.328,0.6075,0.455,0.1525,2,M35
RB_LinL_NH_H_08,RB_LL_NH_H_08,B,10,L,L,H,NH,LLHNH,1,6,6,100,2.418181818,1,40.2,5.3,0,23,23,NA,NA,NA,NA,NA,NA,0,M35
RB_LinL_NH_H_09,RB_LL_NH_H_09,B,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,3.21,NA,NA,NA,NA,22,NA,12.345,0.8795,0.3675,0.5965,0.474,0.1225,1,M34
RB_LinL_NH_H_16,RB_LL_NH_H_16,B,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,1.016666667,6,24.1,4.05,2.2,23,28,9.915,0.7935,0.291,0.6065,0.4425,0.164,0,M37
RB_LinL_NH_H_10,RB_LL_NH_H_10,B,10,L,L,H,NH,LLHNH,1,6,4,66.66666667,1.81,3,33.4,6.36,0,31,21,13.415,0.9005,0.4755,0.787,0.571,0.216,0,M53
RB_LinL_NH_H_11,RB_LL_NH_H_11,B,10,L,L,H,NH,LLHNH,1,6,6,100,1.82,5,27.4,5.4,0,27,23,13.88,1.018,0.4405,0.9,0.6195,0.2805,0,M53
RB_LinL_NH_H_12,RB_LL_NH_H_12,B,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,1.854545455,3,35.2,9.88,12.4,26,14,NA,NA,NA,NA,NA,NA,0,M53
RB_LinL_NH_H_13,RB_LL_NH_H_13,B,10,L,L,H,NH,LLHNH,1,6,6,100,2.5,5,32.8,11.22,7.7,26,19,9.19,0.8775,0.3845,0.599,0.6725,0.0735,NA,NA
RB_LinL_NH_H_14,RB_LL_NH_H_14,B,10,L,L,H,NH,LLHNH,1,6,3,50,2.346153846,4,35.5,9.625,14.6,23,19,NA,0.554,0.347,0.905,0.509,0.396,0,M53
RB_LinL_NH_H_15,RB_LL_NH_H_15,B,10,L,L,H,NH,LLHNH,1,6,3,50,1.583333333,7,27.3,7.02,15.7,22,32,10.75,0.831,0.369,0.735,0.494,0.241,0,M37
RB_LinL_NH_H_17,RB_LL_NH_H_17,B,10,L,L,H,NH,LLHNH,1,6,6,100,2,3,32.4,4.62,0,24,12,11.59,0.806,0.409,0.7075,0.573,0.1345,0,M37
RB_LinL_NH_H_28,RB_LL_NH_H_28,B,10,L,L,H,NH,LLHNH,1,6,6,100,2.053846154,4,29.2,5.72,7.5,22,20,11.695,0.792,0.426,0.5335,0.5175,0.077,0,M41
RB_LinL_NH_H_19,RB_LL_NH_H_19,B,10,L,L,H,NH,LLHNH,1,6,6,100,1.236363636,5,39.1,5.17,0,21,22,13.655,0.9495,0.391,0.9845,0.5775,0.407,0,M39
RB_LinL_NH_H_20,RB_LL_NH_H_20,B,10,L,L,H,NH,LLHNH,1,6,6,100,1.909090909,4,25.7,4.37,19.1,22,19,12.085,0.8895,0.383,0.803,0.4885,0.3145,0,M9
RB_LinL_NH_H_21,RB_LL_NH_H_21,B,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,2.35,9,19.1,5.565,9.1,20,18,11.67,0.917,0.4575,0.7805,0.57,0.2105,0,M39
RB_LinL_NH_H_22,RB_LL_NH_H_22,B,10,L,L,H,NH,LLHNH,1,6,6,100,2,0,31.4,5.04,6.5,23,9,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinL_NH_H_23,RB_LL_NH_H_23,B,10,L,L,H,NH,LLHNH,1,6,6,100,2.215384615,0,42,7.92,3.1,20,21,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinL_NH_H_24,RB_LL_NH_H_24,B,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,1.658333333,2,29.9,10.23,25.9,20,21,14.45,1.077,0.545,1.02,0.652,0.368,0,M9
RB_LinL_NH_H_25,RB_LL_NH_H_25,B,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,1.318181818,12,38.3,6.9,0,21,36,14.41,1.023,0.453,0.967,0.582,0.385,0,M9
RB_LinL_NH_H_26,RB_LL_NH_H_26,B,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,1.323076923,1,39.1,7.15,6.7,21,19,NA,NA,NA,NA,NA,NA,0,M9
RB_LinL_NH_H_27,RB_LL_NH_H_27,B,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,2.038461538,2,32.2,7.02,8.3,21,17,13.555,0.969,0.508,0.961,0.517,0.444,1,M39
RB_LinL_NH_H_29,RB_LL_NH_H_29,B,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,1.869230769,2,29,6.1,11.7,22,17,11.105,0.6685,0.422,0.4315,0.5575,0.126,0,M42
RB_LinL_NH_H_30,RB_LL_NH_H_30,B,10,L,L,H,NH,LLHNH,1,6,6,100,1.330769231,8,26.4,7.84,15.3,23,25,11.105,0.7895,0.3915,0.8175,0.5305,0.287,0,M42
RB_LinL_NH_H_31,RB_LL_NH_H_31,B,10,L,L,H,NH,LLHNH,1,6,4,66.66666667,1.91,6,34.3,7.4,10.4,19,29,NA,0.77,0.415,1.123,0.6075,0.5155,0,M41
RB_LinL_NH_H_32,RB_LL_NH_H_32,B,10,L,L,H,NH,LLHNH,1,6,5,83.33333333,2.025,1,39.5,5.4,2.4,21,18,12.715,0.837,0.446,0.6105,0.5235,0.199,0,M42
RB_LinL_NH_H_33,RB_LL_NH_H_33,B,10,L,L,H,NH,LLHNH,1,6,6,100,2.175,4,40.9,8.75,0,22,20,12.82,0.896,0.467,0.817,0.6125,0.2285,0,M41
RB_LinL_NH_H_18,RB_LL_NH_H_18,B,10,L,L,H,NH,LLHNH,1,5,6,120,1.32,5,37.1,6.405,12.2,24,15,16.155,1.178,0.499,0.829,0.644,0.185,0,M37
RB_LinL_NH_H_34,RB_LL_NH_H_34,B,10,L,L,H,NH,LLHNH,1,6,6,100,2.35,4,26.9,5.28,12.2,21,27,13.11,0.97,0.478,0.6615,0.5275,0.134,0,M42
RB_LinL_NH_H_35,RB_LL_NH_H_35,B,10,L,L,H,NH,LLHNH,1,6,6,100,2.1,10,30.6,5.415,5.8,19,22,13.39,0.873,0.378,0.82,0.4875,0.3325,0,M41
RB_LinL_NH_H_36,RB_LL_NH_H_36,B,10,L,L,H,NH,LLHNH,1,6,6,100,2.081818182,0,32.7,5.775,4.1,23,15,10.945,0.7245,0.389,0.4205,0.532,0.1375,NA,NA
RB_LinL_NH_H_37,RB_LL_NH_H_37,B,10,L,L,H,NH,LLHNH,1,6,6,100,1.716666667,0,37.7,8.265,22.4,21,22,NA,NA,NA,NA,NA,NA,NA,NA
RB_LinL_NH_H_38,RB_LL_NH_H_38,B,10,L,L,H,NH,LLHNH,1,6,6,100,2.263636364,0,32.9,8.085,8.9,21,23,13.525,0.9205,0.4875,0.7105,0.5615,0.149,NA,NA
RB_LinL_NH_H_39,RB_LL_NH_H_39,B,10,L,L,H,NH,LLHNH,1,4,1,25,1.608333333,1,35.3,4.56,8.2,21,19,13.25,0.9815,0.474,0.669,0.641,0.11,NA,NA
RB_LinL_NH_H_40,RB_LL_NH_H_40,B,10,L,L,H,NH,LLHNH,1,4,4,100,1.92,3,38.4,6.93,4.2,21,26,13.51,0.8985,0.46,0.6695,0.5265,0.143,0,M39
RA_LinT_NH_H_01,RA_LT_NH_H_01,A,10,T,L,H,NH,LTHNH,0,6,6,100,2.936363636,1,21,8.06,2.1,20,13,NA,NA,NA,NA,NA,NA,NA,NA
RA_LinT_NH_H_02,RA_LT_NH_H_02,A,10,T,L,H,NH,LTHNH,0,6,5,83.33333333,1.827272727,2,25.2,7.83,7.8,21,14,9.595,0.7715,0.31,0.484,0.57,0.086,0,M5
RA_LinT_NH_H_10,RA_LT_NH_H_10,A,10,T,L,H,NH,LTHNH,0,6,5,83.33333333,3.08,2,40.9,10.95,2.7,21,29,13.43,0.787,0.425,0.463,0.522,0.059,NA,NA
RA_LinT_NH_H_03,RA_LT_NH_H_03,A,10,T,L,H,NH,LTHNH,0,6,6,100,2.25,5,29.8,6.82,12.4,22,20,10.94,0.794,0.444,0.89,0.6285,0.2615,0,M1
RA_LinT_NH_H_04,RA_LT_NH_H_04,A,10,T,L,H,NH,LTHNH,0,6,5,83.33333333,2.5,3,32.8,4.55,5.9,23,21,9.9,0.579,0.344,0.664,0.427,0.237,NA,NA
RA_LinT_NH_H_11,RA_LT_NH_H_11,A,10,T,L,H,NH,LTHNH,0,6,6,100,1.864285714,15,29.2,8.58,12.2,23,33,15.33,1.0105,0.509,0.706,0.6235,0.0825,NA,NA
RA_LinT_NH_H_05,RA_LT_NH_H_05,A,10,T,L,H,NH,LTHNH,0,4,4,100,1.9,3,32.4,10.56,0,23,19,12.52,0.86,0.435,0.7145,0.606,0.1435,NA,NA
RA_LinT_NH_H_06,RA_LT_NH_H_06,A,10,T,L,H,NH,LTHNH,0,6,6,100,2.375,9,42.2,17.6,30.3,23,18,16.035,1.0735,0.495,0.9,0.6085,0.2915,0,M1
RA_LinT_NH_H_38,RA_LT_NH_H_38,A,10,T,L,H,NH,LTHNH,0,6,6,100,2.6,8,31,10.64,6.6,26,24,16.76,1.1175,0.502,0.928,0.666,0.262,0,M30
RA_LinT_NH_H_12,RA_LT_NH_H_12,A,10,T,L,H,NH,LTHNH,0,6,5,83.33333333,2.09,4,34.2,6.71,0,23,26,13.23,1.107,0.535,1.129,0.786,0.343,0,M1
RA_LinT_NH_H_13,RA_LT_NH_H_13,A,10,T,L,H,NH,LTHNH,0,6,4,66.66666667,1.423076923,12,41.8,14.025,0,23,33,14.685,1.1625,0.5465,1.073,0.741,0.332,1,M7
RA_LinT_NH_H_14,RA_LT_NH_H_14,A,10,T,L,H,NH,LTHNH,0,6,4,66.66666667,2.06,7,35.2,15.725,10.9,25,32,14.925,1.098,0.521,0.7855,0.5985,0.187,0,M7
RA_LinT_NH_H_15,RA_LT_NH_H_15,A,10,T,L,H,NH,LTHNH,0,6,4,66.66666667,1.427272727,2,34.4,8.555,6.5,23,21,10.67,0.887,0.421,0.618,0.553,0.065,0,M1
RA_LinT_NH_H_16,RA_LT_NH_H_16,A,10,T,L,H,NH,LTHNH,0,6,3,50,2.090909091,5,27.9,12.6,2.4,25,18,15.425,1.145,0.568,0.869,0.557,0.312,0,M7
RA_LinT_NH_H_17,RA_LT_NH_H_17,A,10,T,L,H,NH,LTHNH,0,6,5,83.33333333,1.766666667,3,37.2,8.625,17.4,25,20,11.65,0.807,0.398,0.69,0.5205,0.1695,NA,NA
RA_LinT_NH_H_07,RA_LT_NH_H_07,A,10,T,L,H,NH,LTHNH,0,2,2,100,2.6,3,32.3,7.245,0,22,24,13.61,1.1465,0.4955,0.8855,0.694,0.1915,1,M5
RA_LinT_NH_H_18,RA_LT_NH_H_18,A,10,T,L,H,NH,LTHNH,0,6,5,83.33333333,2.563636364,7,41.9,18.2,19.4,24,45,15.89,1.0405,0.511,0.8665,0.6235,0.243,0,M7
RA_LinT_NH_H_19,RA_LT_NH_H_19,A,10,T,L,H,NH,LTHNH,0,6,6,100,2.33,15,29.6,11.475,29.5,18,43,12.61,0.7855,0.4295,0.6975,0.555,0.1425,1,M30
RA_LinT_NH_H_20,RA_LT_NH_H_20,A,10,T,L,H,NH,LTHNH,0,6,5,83.33333333,1.266666667,4,40.9,3.51,28,20,35,13.63,0.865,0.4325,0.7575,0.5705,0.187,1,M28
RA_LinT_NH_H_21,RA_LT_NH_H_21,A,10,T,L,H,NH,LTHNH,0,6,6,100,2.407692308,3,48.2,9.9,0,22,29,14.9,0.9715,0.516,0.698,0.562,0.136,0,M28
RA_LinT_NH_H_22,RA_LT_NH_H_22,A,10,T,L,H,NH,LTHNH,0,6,5,83.33333333,1.018181818,19,41.9,17.1,23.4,25,42,15.26,1.0155,0.5175,0.907,0.701,0.206,0,M28
RA_LinT_NH_H_08,RA_LT_NH_H_08,A,10,T,L,H,NH,LTHNH,0,5,3,60,2.31,7,29.3,10.695,0,25,24,15.13,0.9875,0.4895,0.8485,0.5645,0.284,0,M5
RA_LinT_NH_H_23,RA_LT_NH_H_23,A,10,T,L,H,NH,LTHNH,0,6,6,100,1.830769231,12,48.9,15.04,30.5,19,46,17.255,1.128,0.4845,0.834,0.564,0.27,1,M30
RA_LinT_NH_H_24,RA_LT_NH_H_24,A,10,T,L,H,NH,LTHNH,0,6,6,100,1.928571429,1,41.9,14.45,13.9,21,48,NA,NA,NA,NA,NA,NA,NA,NA
RA_LinT_NH_H_25,RA_LT_NH_H_25,A,10,T,L,H,NH,LTHNH,0,6,6,100,1.983333333,12,43.2,17.82,0,22,47,11.84,0.9195,0.4495,1.0085,0.6085,0.4,0,M28
RA_LinT_NH_H_26,RA_LT_NH_H_26,A,10,T,L,H,NH,LTHNH,0,6,6,100,2.809090909,2,39.1,11.84,35.3,21,30,13.98,0.967,0.459,0.495,0.7055,0.2105,0,M30
RA_LinT_NH_H_27,RA_LT_NH_H_27,A,10,T,L,H,NH,LTHNH,0,6,6,100,3.409090909,0,35.8,14.025,0,21,49,NA,NA,NA,NA,NA,NA,NA,NA
RA_LinT_NH_H_28,RA_LT_NH_H_28,A,10,T,L,H,NH,LTHNH,0,6,5,83.33333333,1.635714286,26,37.4,4.96,19.2,19,44,13.305,0.934,0.444,0.7795,0.5985,0.185,0,M25
RA_LinT_NH_H_09,RA_LT_NH_H_09,A,10,T,L,H,NH,LTHNH,0,5,5,100,2.181818182,9,37.8,18.33,16.3,21,30,17.2,1.2775,0.6115,1.072,0.789,0.283,2,M5
RA_LinT_NH_H_29,RA_LT_NH_H_29,A,10,T,L,H,NH,LTHNH,0,6,5,83.33333333,2.34,10,25.8,8.625,27.9,19,49,14.08,0.944,0.4965,0.7775,0.631,0.1465,NA,NA
RA_LinT_NH_H_30,RA_LT_NH_H_30,A,10,T,L,H,NH,LTHNH,0,6,6,100,2.135714286,15,22.7,10.2,26.2,20,32,14.92,1.0445,0.5155,0.74,0.5595,0.1805,0,M25
RA_LinT_NH_H_31,RA_LT_NH_H_31,A,10,T,L,H,NH,LTHNH,0,6,6,100,1.891666667,6,32.9,4.93,4.1,20,39,14.13,0.9555,0.486,0.892,0.6295,0.2625,0,M31
RA_LinT_NH_H_32,RA_LT_NH_H_32,A,10,T,L,H,NH,LTHNH,0,6,6,100,1.509090909,NA,NA,NA,NA,19,NA,16.09,1.0885,0.4825,0.79,0.7245,0.0655,0,M25
RA_LinT_NH_H_33,RA_LT_NH_H_33,A,10,T,L,H,NH,LTHNH,0,6,6,100,1.836363636,1,34.7,13.33,0,22,24,NA,NA,NA,NA,NA,NA,NA,NA
RA_LinT_NH_H_34,RA_LT_NH_H_34,A,10,T,L,H,NH,LTHNH,0,6,6,100,2.090909091,7,44.8,13.2,0,24,26,16.47,1.177,0.546,1.364,0.872,0.492,0,M31
RA_LinT_NH_H_39,RA_LT_NH_H_39,A,10,T,L,H,NH,LTHNH,0,6,5,83.33333333,1.909090909,9,22.3,5.51,0,20,32,NA,NA,NA,NA,NA,NA,0,M31
RA_LinT_NH_H_35,RA_LT_NH_H_35,A,10,T,L,H,NH,LTHNH,0,6,5,83.33333333,0.963636364,9,39.7,12.615,0,23,30,15.655,1.081,0.5065,0.8945,0.6455,0.249,NA,NA
RA_LinT_NH_H_36,RA_LT_NH_H_36,A,10,T,L,H,NH,LTHNH,0,6,6,100,2.409090909,12,32.9,14.175,3.2,23,33,15.545,1.0335,0.516,1.0285,0.7905,0.238,0,M31
RA_LinT_NH_H_37,RA_LT_NH_H_37,A,10,T,L,H,NH,LTHNH,0,6,6,100,2.108333333,13,36.9,3.92,0,26,25,NA,NA,NA,NA,NA,NA,1,M25
RB_LinT_NH_H_01,RB_LT_NH_H_01,B,10,T,L,H,NH,LTHNH,0,6,2,33.33333333,2.8,NA,NA,NA,NA,22,NA,11.325,0.774,0.4675,0.7605,0.5535,0.207,0,M33
RB_LinT_NH_H_02,RB_LT_NH_H_02,B,10,T,L,H,NH,LTHNH,0,6,2,33.33333333,2.015384615,1,37.4,6.58,14.5,23,20,NA,NA,NA,NA,NA,NA,0,M36
RB_LinT_NH_H_03,RB_LT_NH_H_03,B,10,T,L,H,NH,LTHNH,0,6,6,100,1.990909091,2,34.5,8.37,31.7,23,19,12.39,0.921,0.4135,0.6155,0.5745,0.041,0,M36
RB_LinT_NH_H_04,RB_LT_NH_H_04,B,10,T,L,H,NH,LTHNH,0,6,5,83.33333333,1.683333333,16,39.8,9.6,11.6,21,38,12.375,0.8765,0.3865,0.816,0.5375,0.2785,0,M36
RB_LinT_NH_H_05,RB_LT_NH_H_05,B,10,T,L,H,NH,LTHNH,0,6,4,66.66666667,2.316666667,6,35.8,5.415,29.7,22,28,12.015,0.883,0.4515,0.7385,0.536,0.2025,1,M33
