Plantlabel,PlantlabelDNA,Replicate,Generation,Soil,Soilline,Pollinationline,Herbivoryline,Treatment,Native_soil,Seedssowedout,Germination,Germinationrate,Weightperseed,NbFlowers,Height,leaf_size,Lengthperbranch,Timetofirstflower,Flowerproduction,Flowerdiameter,Petal_length,Petal_width,Style,Stamen,Herkogamy,Visits,MatriceNB
RA_TinT_H_H_23,RA_TT_H_H_23,A,10,T,T,H,H,TTHH,1,6,5,83.33333333,3.02,12,35.9,10.2,31.6,18,44,14.43,0.977,0.4845,0.7855,0.5475,0.238,1,M15
RA_TinT_H_H_24,RA_TT_H_H_24,A,10,T,T,H,H,TTHH,1,6,6,100,2.06,8,40.3,9.24,22.5,21,36,12.425,0.8385,0.435,1.275,0.71,0.565,NA,NA
RA_TinT_H_H_25,RA_TT_H_H_25,A,10,T,T,H,H,TTHH,1,6,6,100,2.509090909,13,29.8,11.36,0,19,60,12.16,0.8515,0.467,0.7505,0.602,0.1485,1,M18
RA_TinT_H_H_26,RA_TT_H_H_26,A,10,T,T,H,H,TTHH,1,6,6,100,1.781818182,15,34.2,15.6,30.2,24,26,11.275,0.9255,0.392,1.0795,0.666,0.4135,1,M18
RA_TinT_H_H_27,RA_TT_H_H_27,A,10,T,T,H,H,TTHH,1,6,6,100,2.690909091,6,32.2,7.13,28.3,19,44,10.15,0.802,0.351,0.627,0.468,0.159,1,M15
RA_TinT_H_H_28,RA_TT_H_H_28,A,10,T,T,H,H,TTHH,1,6,6,100,1.972727273,15,25.9,1.6,19.9,23,38,12.635,0.8555,0.4085,0.888,0.654,0.234,0,M13
RA_TinT_H_H_29,RA_TT_H_H_29,A,10,T,T,H,H,TTHH,1,6,5,83.33333333,1.6,16,32.1,3.315,36,18,27,15.46,1.128,0.493,0.7595,0.6035,0.156,0,M12
RA_TinT_H_H_30,RA_TT_H_H_30,A,10,T,T,H,H,TTHH,1,6,5,83.33333333,2.285714286,15,32.7,5.04,53.9,18,45,NA,NA,NA,NA,NA,NA,0,M18
RA_TinT_H_H_31,RA_TT_H_H_31,A,10,T,T,H,H,TTHH,1,6,5,83.33333333,3.053846154,16,22.3,8.28,0,21,37,13.55,0.9415,0.4315,0.7795,0.6505,0.129,2,M12
RA_TinT_H_H_32,RA_TT_H_H_32,A,10,T,T,H,H,TTHH,1,6,6,100,2.62,10,53.1,8.12,17.1,18,21,15.1,1.119,0.5595,0.881,0.717,0.164,1,M13
RA_TinT_H_H_33,RA_TT_H_H_33,A,10,T,T,H,H,TTHH,1,6,6,100,2.7,11,34.8,10.8,42.5,21,41,12.92,0.547,0.3955,0.7855,0.579,0.2065,0,M12
RA_TinT_H_H_34,RA_TT_H_H_34,A,10,T,T,H,H,TTHH,1,6,5,83.33333333,1.914285714,12,27.9,6.095,13.7,20,23,14.575,0.55,0.5455,0.84,0.5605,0.2795,1,M12
RA_TinT_H_H_35,RA_TT_H_H_35,A,10,T,T,H,H,TTHH,1,6,6,100,2.3,14,23.1,7.31,35.7,18,36,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinT_H_H_36,RA_TT_H_H_36,A,10,T,T,H,H,TTHH,1,6,6,100,1.718181818,20,29,5.6,57.9,20,25,14.55,0.9795,0.481,0.823,0.58,0.243,0,M13
RA_TinT_H_H_37,RA_TT_H_H_37,A,10,T,T,H,H,TTHH,1,4,4,100,2.041666667,19,25.8,8.1,40.8,19,39,15.185,1.0475,0.426,0.956,0.609,0.347,NA,NA
RA_TinT_H_H_38,RA_TT_H_H_38,A,10,T,T,H,H,TTHH,1,4,4,100,1.966666667,9,34.1,9,10.8,19,40,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinT_H_H_39,RA_TT_H_H_39,A,10,T,T,H,H,TTHH,1,4,4,100,1.21,25,34.4,7.37,34,19,50,13.26,0.9205,0.451,0.6585,0.527,0.1315,0,M13
RA_TinT_H_H_40,RA_TT_H_H_40,A,10,T,T,H,H,TTHH,1,2,2,100,2.618181818,17,33.4,4.77,0,20,34,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinT_H_H_01,RB_TT_H_H_01,B,10,T,T,H,H,TTHH,1,6,3,50,1.772727273,8,41.4,8.875,32.3,22,48,13.085,1.012,0.357,0.8335,0.607,0.2265,0,M50
RB_TinT_H_H_02,RB_TT_H_H_02,B,10,T,T,H,H,TTHH,1,6,5,83.33333333,2.127272727,4,46.2,3.9,35,21,19,11.01,0.769,0.403,0.588,0.511,0.211,0,M50
RB_TinT_H_H_03,RB_TT_H_H_03,B,10,T,T,H,H,TTHH,1,6,3,50,1.815384615,1,48.4,13.795,40.9,22,46,NA,NA,NA,NA,NA,NA,0,M48
RB_TinT_H_H_04,RB_TT_H_H_04,B,10,T,T,H,H,TTHH,1,6,6,100,2.49,3,36.1,7.98,48.3,21,33,12.26,1.016,0.453,1.064,0.717,0.347,NA,NA
RB_TinT_H_H_05,RB_TT_H_H_05,B,10,T,T,H,H,TTHH,1,6,6,100,2.290909091,8,38.7,6.49,0,20,29,12.545,0.937,0.3895,0.9095,0.6565,0.253,1,M50
RB_TinT_H_H_10,RB_TT_H_H_10,B,10,T,T,H,H,TTHH,1,6,5,83.33333333,2.6,11,41.2,14,17.2,25,36,12.725,0.958,0.3835,0.6515,0.6375,0.08,NA,NA
RB_TinT_H_H_11,RB_TT_H_H_11,B,10,T,T,H,H,TTHH,1,6,5,83.33333333,2.007692308,17,39.2,17.49,5.7,24,30,10.71,0.8385,0.385,0.7285,0.609,0.1195,1,M43
RB_TinT_H_H_12,RB_TT_H_H_12,B,10,T,T,H,H,TTHH,1,6,4,66.66666667,2.14,5,37.8,9.25,9.8,22,23,12.525,0.876,0.4295,0.5835,0.559,0.0375,NA,NA
RB_TinT_H_H_13,RB_TT_H_H_13,B,10,T,T,H,H,TTHH,1,6,5,83.33333333,2.776923077,4,42.2,8.625,0,22,25,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinT_H_H_14,RB_TT_H_H_14,B,10,T,T,H,H,TTHH,1,6,5,83.33333333,2.030769231,8,45.7,7.68,12.8,24,34,10.94,0.8685,0.3635,0.5685,0.5695,0.105,1,M43
RB_TinT_H_H_15,RB_TT_H_H_15,B,10,T,T,H,H,TTHH,1,6,6,100,3.191666667,7,38.2,7.37,11.4,22,24,14.54,1.0365,0.4675,1.301,0.751,0.55,NA,NA
RB_TinT_H_H_16,RB_TT_H_H_16,B,10,T,T,H,H,TTHH,1,6,5,83.33333333,2.9,5,45.5,6.82,0,23,34,12.97,0.869,0.46,0.814,0.5705,0.2435,0,M43
RB_TinT_H_H_17,RB_TT_H_H_17,B,10,T,T,H,H,TTHH,1,6,5,83.33333333,1.807142857,16,40.1,8.74,0,24,42,13.185,1.096,0.4505,0.9955,0.6805,0.315,0,M43
RB_TinT_H_H_18,RB_TT_H_H_18,B,10,T,T,H,H,TTHH,1,6,4,66.66666667,2.046153846,0,51.4,14.7,34.2,23,25,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinT_H_H_06,RB_TT_H_H_06,B,10,T,T,H,H,TTHH,1,6,2,33.33333333,2.35,7,50.2,16.005,19.6,28,42,14.685,1.021,0.543,0.684,0.8065,0.1225,2,M50
RB_TinT_H_H_19,RB_TT_H_H_19,B,10,T,T,H,H,TTHH,1,6,6,100,2.69,14,46.4,13.64,61.3,22,57,16.78,1.133,0.5185,1.075,0.6875,0.3875,1,M19
RB_TinT_H_H_07,RB_TT_H_H_07,B,10,T,T,H,H,TTHH,1,4,4,100,2.544444444,6,61.4,9.375,0,23,29,12.555,0.886,0.4505,0.66,0.4895,0.4415,1,M48
RB_TinT_H_H_20,RB_TT_H_H_20,B,10,T,T,H,H,TTHH,1,6,3,50,1.784615385,6,39.1,12.25,21.8,20,53,NA,NA,NA,NA,NA,NA,0,M19
RB_TinT_H_H_21,RB_TT_H_H_21,B,10,T,T,H,H,TTHH,1,6,4,66.66666667,1.921428571,2,44.4,8.165,23.7,20,30,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinT_H_H_22,RB_TT_H_H_22,B,10,T,T,H,H,TTHH,1,6,6,100,2.441666667,12,56.1,11.205,18.3,20,43,16.035,1.219,0.6075,1.089,0.7505,0.3385,0,M21
RB_TinT_H_H_23,RB_TT_H_H_23,B,10,T,T,H,H,TTHH,1,6,6,100,2.363636364,7,44.4,9.775,23.9,19,42,14.235,0.9675,0.385,0.763,0.6765,0.2125,0,M19
RB_TinT_H_H_24,RB_TT_H_H_24,B,10,T,T,H,H,TTHH,1,6,6,100,1.97,NA,37.7,8.96,19.3,20,NA,14.19,0.9905,0.498,0.7905,0.512,0.2785,0,M21
RB_TinT_H_H_25,RB_TT_H_H_25,B,10,T,T,H,H,TTHH,1,6,5,83.33333333,2.65,11,49.7,10.29,25.8,22,54,12.85,1.028,0.4215,0.7965,0.538,0.2585,0,M21
RB_TinT_H_H_26,RB_TT_H_H_26,B,10,T,T,H,H,TTHH,1,6,5,83.33333333,2.183333333,6,54.7,8.71,42.2,20,33,16.47,1.082,0.4655,1.2,0.69,0.51,0,M19
RB_TinT_H_H_27,RB_TT_H_H_27,B,10,T,T,H,H,TTHH,1,6,4,66.66666667,2.175,2,44.5,10.935,42.3,20,43,13.04,0.944,0.342,1.035,0.589,0.446,0,M21
RB_TinT_H_H_28,RB_TT_H_H_28,B,10,T,T,H,H,TTHH,1,6,6,100,2.153846154,5,51.4,3,0,19,31,13.79,0.844,0.401,0.866,0.698,0.168,NA,NA
RB_TinT_H_H_29,RB_TT_H_H_29,B,10,T,T,H,H,TTHH,1,6,6,100,2.31,20,39.8,19.075,0,22,54,14.315,1.055,0.4665,0.711,0.6865,0.0735,2,M22
RB_TinT_H_H_30,RB_TT_H_H_30,B,10,T,T,H,H,TTHH,1,6,5,83.33333333,1.158333333,7,48.3,28.81,28.5,28,9,14.07,1.101,0.5395,0.564,0.701,0.137,NA,NA
RB_TinT_H_H_08,RB_TT_H_H_08,B,10,T,T,H,H,TTHH,1,4,3,75,1.7125,10,56.8,12.18,32.4,23,46,14.555,0.9965,0.464,0.9555,0.6375,0.318,0,M48
RB_TinT_H_H_31,RB_TT_H_H_31,B,10,T,T,H,H,TTHH,1,6,6,100,2.172727273,1,37.6,5.185,18.9,21,20,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinT_H_H_32,RB_TT_H_H_32,B,10,T,T,H,H,TTHH,1,6,6,100,2.3,2,36,10.875,22.2,21,30,13.09,0.926,0.436,0.6835,0.542,0.1415,0,M22
RB_TinT_H_H_33,RB_TT_H_H_33,B,10,T,T,H,H,TTHH,1,6,5,83.33333333,1.85,16,51.7,9.36,4.7,21,46,14.48,1.0035,0.413,0.6995,0.5805,0.119,NA,NA
RB_TinT_H_H_34,RB_TT_H_H_34,B,10,T,T,H,H,TTHH,1,6,6,100,2.561538462,5,37.7,9.375,32.1,19,35,15.69,1.1465,0.522,0.948,0.6515,0.2965,NA,NA
RB_TinT_H_H_35,RB_TT_H_H_35,B,10,T,T,H,H,TTHH,1,6,6,100,2.181818182,12,29,7.22,25.8,21,41,15.955,1.043,0.433,0.884,0.599,0.285,0,M22
RB_TinT_H_H_36,RB_TT_H_H_36,B,10,T,T,H,H,TTHH,1,6,6,100,1.521428571,1,46.8,4.8,8.3,19,25,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinT_H_H_37,RB_TT_H_H_37,B,10,T,T,H,H,TTHH,1,6,6,100,2.8,2,40.8,9.25,14.7,19,33,NA,NA,NA,NA,NA,NA,0,M22
RB_TinT_H_H_38,RB_TT_H_H_38,B,10,T,T,H,H,TTHH,1,4,3,75,1.325,NA,NA,NA,NA,22,NA,13.505,0.865,0.475,0.6735,0.559,0.1145,NA,NA
RB_TinT_H_H_09,RB_TT_H_H_09,B,10,T,T,H,H,TTHH,1,4,4,100,2.133333333,4,48.9,13.195,0,20,48,12.435,0.8585,0.468,0.3945,0.5675,0.173,0,M48
RB_TinT_H_H_39,RB_TT_H_H_39,B,10,T,T,H,H,TTHH,1,4,4,100,2.572727273,17,46.2,9.1,13.4,21,39,12.59,0.8755,0.3755,0.528,0.687,0.159,NA,NA
RA_TinL_H_B_01,RA_TL_H_B_01,A,10,L,T,B,H,TLBH,0,6,5,83.33333333,2.341666667,7,28.2,14.26,0,30,9,13.605,1.02,0.4575,0.6195,0.56,0.0595,1,M45
RA_TinL_H_B_02,RA_TL_H_B_02,A,10,L,T,B,H,TLBH,0,6,6,100,0.871428571,6,34.2,6.27,2.4,26,17,13.43,1.095,0.42,1.0005,0.679,0.3215,1,M3
RA_TinL_H_B_03,RA_TL_H_B_03,A,10,L,T,B,H,TLBH,0,6,6,100,3.188888889,9,33.1,5.13,0,22,22,16.505,1.113,0.606,0.963,0.6925,0.2705,1,M45
RA_TinL_H_B_04,RA_TL_H_B_04,A,10,L,T,B,H,TLBH,0,6,5,83.33333333,1.3,8,28.4,8.68,0,26,18,16.165,0.7125,0.526,0.9995,0.71,0.2895,1,M3
RA_TinL_H_B_05,RA_TL_H_B_05,A,10,L,T,B,H,TLBH,0,6,6,100,2.376923077,6,29.4,17.55,0,25,17,13.565,0.901,0.432,0.807,0.6345,0.1725,0,M3
RA_TinL_H_B_06,RA_TL_H_B_06,A,10,L,T,B,H,TLBH,0,5,4,80,2.46,1,33.6,6.44,0,24,17,NA,NA,NA,NA,NA,NA,1,M45
RA_TinL_H_B_07,RA_TL_H_B_07,A,10,L,T,B,H,TLBH,0,5,5,100,1.97,7,32.7,9.6,0,30,16,16.585,1,0.464,0.8655,0.7345,0.149,0,M45
RA_TinL_H_B_19,RA_TL_H_B_19,A,10,L,T,B,H,TLBH,0,6,6,100,1.76,6,35.2,11.25,6.8,32,6,14.82,1.0955,0.481,0.6605,0.7085,0.1,0,M17
RA_TinL_H_B_10,RA_TL_H_B_10,A,10,L,T,B,H,TLBH,0,6,5,83.33333333,1.315384615,5,25.8,13.8,2.4,25,15,13.625,0.586,0.518,0.577,0.716,0.139,0,M47
RA_TinL_H_B_11,RA_TL_H_B_11,A,10,L,T,B,H,TLBH,0,6,3,50,1.95,4,42.7,11.9,4.3,25,23,13.245,0.9125,0.4065,0.892,0.7115,0.1805,0,M47
RA_TinL_H_B_12,RA_TL_H_B_12,A,10,L,T,B,H,TLBH,0,6,6,100,2.445454545,7,31.9,11.6,0,23,25,10.6,0.515,0.4545,1.3005,0.787,0.5135,0,M8
RA_TinL_H_B_13,RA_TL_H_B_13,A,10,L,T,B,H,TLBH,0,6,6,100,2.276923077,4,40.9,5.9,0,23,21,10.32,0.765,0.391,1.166,0.651,0.515,NA,NA
RA_TinL_H_B_14,RA_TL_H_B_14,A,10,L,T,B,H,TLBH,0,6,6,100,1.985714286,5,34.7,9.3,0,24,23,14.8,0.5145,0.5275,1.01,0.6675,0.3425,0,M8
RA_TinL_H_B_15,RA_TL_H_B_15,A,10,L,T,B,H,TLBH,0,6,5,83.33333333,1.21,6,29.3,13.795,0,26,19,11.96,0.9155,0.402,0.789,0.676,0.177,0,M47
RA_TinL_H_B_16,RA_TL_H_B_16,A,10,L,T,B,H,TLBH,0,6,6,100,2.2,9,36.8,12.705,0,25,23,13.74,1.084,0.416,0.871,0.6455,0.2255,0,M47
RA_TinL_H_B_17,RA_TL_H_B_17,A,10,L,T,B,H,TLBH,0,6,6,100,2.061538462,4,30.2,10.8,0,23,20,14.45,1.046,0.512,1,0.633,0.367,0,M8
RA_TinL_H_B_18,RA_TL_H_B_18,A,10,L,T,B,H,TLBH,0,3,2,66.66666667,2.164285714,10,23.7,10.005,0,26,24,15.37,1.0295,0.5095,1.1885,0.7,0.4885,1,M8
RA_TinL_H_B_20,RA_TL_H_B_20,A,10,L,T,B,H,TLBH,0,6,4,66.66666667,1.26,4,20.1,5.1,0,20,21,NA,NA,NA,NA,NA,NA,0,M17
RA_TinL_H_B_21,RA_TL_H_B_21,A,10,L,T,B,H,TLBH,0,6,1,16.66666667,2.5,13,21,5.125,0,29,18,11.715,0.8245,0.4005,0.679,0.5235,0.1555,0,M17
RA_TinL_H_B_22,RA_TL_H_B_22,A,10,L,T,B,H,TLBH,0,6,6,100,1.915384615,9,28.3,10.35,0,31,10,14.655,1.04,0.458,0.551,0.647,0.1,1,M16
RA_TinL_H_B_23,RA_TL_H_B_23,A,10,L,T,B,H,TLBH,0,6,6,100,1.945454545,10,6.3,12.96,0,25,19,14.045,1.0595,0.559,0.8735,0.6745,0.199,1,M16
RA_TinL_H_B_24,RA_TL_H_B_24,A,10,L,T,B,H,TLBH,0,6,5,83.33333333,1.663636364,1,26.3,7.44,0,34,1,NA,NA,NA,NA,NA,NA,0,M17
RA_TinL_H_B_08,RA_TL_H_B_08,A,10,L,T,B,H,TLBH,0,5,4,80,1.86,4,10.1,7.75,0,23,19,16.04,0.995,0.512,0.79,0.613,0.177,0,M3
RA_TinL_H_B_25,RA_TL_H_B_25,A,10,L,T,B,H,TLBH,0,6,6,100,1.338461538,5,26.3,3.78,0,25,15,12.455,0.8875,0.352,0.5665,0.5995,0.065,0,M16
RA_TinL_H_B_26,RA_TL_H_B_26,A,10,L,T,B,H,TLBH,0,6,6,100,1.83,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinL_H_B_27,RA_TL_H_B_27,A,10,L,T,B,H,TLBH,0,6,4,66.66666667,1.835714286,10,27.7,9.72,0,27,19,14.285,0.956,0.472,0.78,0.593,0.187,1,M16
RA_TinL_H_B_28,RA_TL_H_B_28,A,10,L,T,B,H,TLBH,0,6,5,83.33333333,1.33125,11,23.1,12.6,0,27,21,14.805,1.0645,0.446,0.907,0.599,0.308,1,M11
RA_TinL_H_B_29,RA_TL_H_B_29,A,10,L,T,B,H,TLBH,0,6,5,83.33333333,1.475,8,19.2,6.3,13.3,26,16,16.61,1.1315,0.494,0.8415,0.6825,0.159,0,M14
RA_TinL_H_B_30,RA_TL_H_B_30,A,10,L,T,B,H,TLBH,0,6,5,83.33333333,2.61,8,31,4.845,0,30,9,14.97,1.0765,0.496,0.609,0.6495,0.0405,0,M14
RA_TinL_H_B_31,RA_TL_H_B_31,A,10,L,T,B,H,TLBH,0,6,5,83.33333333,1.88,7,27.4,13.16,0,29,21,12.795,0.949,0.4255,0.705,0.6,0.107,NA,NA
RA_TinL_H_B_32,RA_TL_H_B_32,A,10,L,T,B,H,TLBH,0,6,5,83.33333333,2.009090909,12,26.8,8.125,0,26,20,13.2,0.9565,0.3995,0.7765,0.6445,0.132,0,M14
RA_TinL_H_B_33,RA_TL_H_B_33,A,10,L,T,B,H,TLBH,0,6,6,100,1.35,10,29.7,9.36,11.3,26,16,12.28,1.0005,0.4215,0.778,0.5955,0.1825,NA,NA
RA_TinL_H_B_34,RA_TL_H_B_34,A,10,L,T,B,H,TLBH,0,6,6,100,1.446153846,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
RA_TinL_H_B_09,RA_TL_H_B_09,A,10,L,T,B,H,TLBH,0,3,2,66.66666667,0.7,0,27.8,5.4,3.2,27,0,11.825,0.781,0.4125,0.5055,0.615,0.1095,NA,NA
RA_TinL_H_B_35,RA_TL_H_B_35,A,10,L,T,B,H,TLBH,0,6,6,100,1.65,10,25.7,5.04,0,22,25,11.8,0.791,0.3745,0.659,0.49,0.169,NA,NA
RA_TinL_H_B_36,RA_TL_H_B_36,A,10,L,T,B,H,TLBH,0,6,6,100,1.82,11,23.4,11.34,0,27,21,14.52,1.042,0.4255,0.588,0.5975,0.0095,0,M11
RA_TinL_H_B_37,RA_TL_H_B_37,A,10,L,T,B,H,TLBH,0,6,6,100,2.283333333,5,28.5,6.48,0,22,18,11.56,1.0005,0.4255,0.967,0.621,0.346,0,M11
RA_TinL_H_B_38,RA_TL_H_B_38,A,10,L,T,B,H,TLBH,0,4,4,100,2.108333333,8,23.1,9.72,4.2,25,21,14.785,1.0795,0.488,0.659,0.7295,0.0705,0,M14
RA_TinL_H_B_39,RA_TL_H_B_39,A,10,L,T,B,H,TLBH,0,4,4,100,1.741666667,1,20.8,3.15,0,22,22,12.61,0.911,0.411,0.598,0.591,0.007,NA,NA
RA_TinL_H_B_40,RA_TL_H_B_40,A,10,L,T,B,H,TLBH,0,4,4,100,1.44,8,24.2,4.95,15.3,21,13,14.895,1.0185,0.4305,0.7875,0.629,0.1585,0,M11
RB_TinL_H_B_01,RB_TL_H_B_01,B,10,L,T,B,H,TLBH,0,6,5,83.33333333,1.527272727,2,31.9,8.04,5.4,25,14,12.81,0.872,0.342,0.953,0.616,0.337,1,M49
RB_TinL_H_B_02,RB_TL_H_B_02,B,10,L,T,B,H,TLBH,0,6,6,100,1.975,1,32.4,4.42,2.6,24,21,12.19,0.85,0.411,0.564,0.6645,0.1005,1,M51
RB_TinL_H_B_03,RB_TL_H_B_03,B,10,L,T,B,H,TLBH,0,5,6,120,2.458333333,0,22.1,4.05,0,23,13,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinL_H_B_04,RB_TL_H_B_04,B,10,L,T,B,H,TLBH,0,6,3,50,0.95,6,33.4,7.81,0,28,11,13.625,0.988,0.4665,0.609,0.6315,0.0285,2,M49
RB_TinL_H_B_05,RB_TL_H_B_05,B,10,L,T,B,H,TLBH,0,6,6,100,2.07,3,37.1,7.14,3.8,24,20,15.8,1.074,0.539,0.925,0.665,0.26,0,M51
RB_TinL_H_B_10,RB_TL_H_B_10,B,10,L,T,B,H,TLBH,0,6,6,100,1.228571429,4,34,7.04,14.2,26,14,13.28,0.97,0.43,0.554,0.5555,0.1125,0,M52
RB_TinL_H_B_11,RB_TL_H_B_11,B,10,L,T,B,H,TLBH,0,6,6,100,1.6,4,27.6,9.99,3,25,16,13.635,1.005,0.4405,0.816,0.6745,0.1415,NA,NA
RB_TinL_H_B_12,RB_TL_H_B_12,B,10,L,T,B,H,TLBH,0,6,6,100,1.45,2,30.8,12.07,6.3,24,20,11.12,0.886,0.308,0.877,0.371,0.506,NA,NA
RB_TinL_H_B_13,RB_TL_H_B_13,B,10,L,T,B,H,TLBH,0,6,5,83.33333333,1.8,11,20.4,8.14,8.9,29,18,12.54,0.942,0.3955,0.558,0.7305,0.1725,1,M51
RB_TinL_H_B_14,RB_TL_H_B_14,B,10,L,T,B,H,TLBH,0,6,5,83.33333333,1.507692308,12,33.8,6.6,0,26,22,14.485,0.9675,0.433,0.8365,0.745,0.0915,0,M52
RB_TinL_H_B_15,RB_TL_H_B_15,B,10,L,T,B,H,TLBH,0,6,6,100,1.1,11,32.2,10.92,5.4,26,23,14.165,1.049,0.501,0.6665,0.676,0.0095,1,M52
RB_TinL_H_B_16,RB_TL_H_B_16,B,10,L,T,B,H,TLBH,0,6,5,83.33333333,1.553846154,0,33.1,4.94,11.2,24,16,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinL_H_B_17,RB_TL_H_B_17,B,10,L,T,B,H,TLBH,0,6,5,83.33333333,1.8,3,27.1,6.405,3.6,22,20,9.645,0.756,0.266,0.7035,0.4685,0.235,0,M52
RB_TinL_H_B_18,RB_TL_H_B_18,B,10,L,T,B,H,TLBH,0,6,3,50,1.523076923,1,36.7,5.865,0,26,13,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinL_H_B_19,RB_TL_H_B_19,B,10,L,T,B,H,TLBH,0,6,6,100,1.9,9,35.2,11.16,0,24,31,13.25,1.018,0.4945,0.5665,0.553,0.0755,0,M57
RB_TinL_H_B_20,RB_TL_H_B_20,B,10,L,T,B,H,TLBH,0,6,5,83.33333333,1.42,10,34.2,10.625,0,23,22,16.33,1.0625,0.5295,0.7875,0.7345,0.165,1,M20
RB_TinL_H_B_21,RB_TL_H_B_21,B,10,L,T,B,H,TLBH,0,6,5,83.33333333,2,7,29.6,15.225,6.1,23,19,13.59,0.9625,0.533,0.6785,0.7105,0.032,1,M57
RB_TinL_H_B_06,RB_TL_H_B_06,B,10,L,T,B,H,TLBH,0,4,3,75,3.528571429,1,31.9,7.25,0,23,24,9.14,0.739,0.356,0.486,0.424,0.062,0,M49
RB_TinL_H_B_22,RB_TL_H_B_22,B,10,L,T,B,H,TLBH,0,6,6,100,1.93,8,42.3,9.23,22,19,20,12.26,0.8565,0.4505,1.013,0.702,0.311,1,M57
RB_TinL_H_B_23,RB_TL_H_B_23,B,10,L,T,B,H,TLBH,0,6,5,83.33333333,1.82,0,27.4,6.6,9.4,21,24,11.19,0.83,0.367,0.4875,0.4855,0.008,NA,NA
RB_TinL_H_B_24,RB_TL_H_B_24,B,10,L,T,B,H,TLBH,0,6,6,100,2.383333333,11,31.4,6.6,0,22,30,10.815,0.9205,0.3785,1.2245,0.6815,0.543,0,M20
RB_TinL_H_B_25,RB_TL_H_B_25,B,10,L,T,B,H,TLBH,0,6,5,83.33333333,1.966666667,12,20.4,14.21,2.2,23,28,14.405,1.1065,0.4975,0.739,0.643,0.116,1,M20
RB_TinL_H_B_26,RB_TL_H_B_26,B,10,L,T,B,H,TLBH,0,6,6,100,2.31,1,34.3,2.405,0,22,8,10.695,0.862,0.406,0.4745,0.598,0.1235,1,M20
RB_TinL_H_B_27,RB_TL_H_B_27,B,10,L,T,B,H,TLBH,0,6,6,100,1.516666667,15,29.1,16.335,0,24,30,15.69,1.0165,0.5295,0.6865,0.621,0.1375,2,M57
RB_TinL_H_B_28,RB_TL_H_B_28,B,10,L,T,B,H,TLBH,0,6,6,100,1.807692308,5,31.8,4.505,0,22,19,13.5,0.898,0.446,0.7805,0.5605,0.22,0,M23
RB_TinL_H_B_29,RB_TL_H_B_29,B,10,L,T,B,H,TLBH,0,6,6,100,2.030769231,7,38.8,9.1,0,22,22,14.14,0.9375,0.511,0.7455,0.615,0.1305,1,M23
RB_TinL_H_B_30,RB_TL_H_B_30,B,10,L,T,B,H,TLBH,0,6,6,100,1.569230769,12,33.3,8.625,0,23,30,13.215,0.9895,0.454,0.6265,0.728,0.1015,0,M26
RB_TinL_H_B_31,RB_TL_H_B_31,B,10,L,T,B,H,TLBH,0,6,6,100,2.218181818,0,37.5,5.67,19.2,22,16,12.67,0.8615,0.4635,0.51,0.5255,0.0225,NA,NA
RB_TinL_H_B_32,RB_TL_H_B_32,B,10,L,T,B,H,TLBH,0,6,6,100,2.091666667,12,30.7,6.175,0,20,35,13.925,1.0175,0.435,0.808,0.6125,0.1955,0,M23
RB_TinL_H_B_33,RB_TL_H_B_33,B,10,L,T,B,H,TLBH,0,6,6,100,2.47,5,34.8,7.15,0,22,24,13.295,0.913,0.485,0.6475,0.5405,0.107,0,M26
RB_TinL_H_B_34,RB_TL_H_B_34,B,10,L,T,B,H,TLBH,0,6,5,83.33333333,2.158333333,13,16,8.625,0,22,29,16.28,0.993,0.4785,0.9435,0.607,0.3365,0,M26
RB_TinL_H_B_35,RB_TL_H_B_35,B,10,L,T,B,H,TLBH,0,6,6,100,1.25,1,29.7,6.785,0,34,1,NA,NA,NA,NA,NA,NA,NA,NA
RB_TinL_H_B_36,RB_TL_H_B_36,B,10,L,T,B,H,TLBH,0,6,6,100,1.781818182,9,26.2,5.4,0,22,20,15.66,1.0195,0.447,0.6435,0.555,0.0885,0,M26
RB_TinL_H_B_07,RB_TL_H_B_07,B,10,L,T,B,H,TLBH,0,5,2,40,2.8,6,34.2,7.48,2.1,24,24,14.25,0.948,0.408,0.9125,0.5465,0.366,0,M51
RB_TinL_H_B_37,RB_TL_H_B_37,B,10,L,T,B,H,TLBH,0,6,2,33.33333333,2.354545455,7,23.2,11.165,0,26,16,14.11,1.0285,0.4955,0.478,0.7665,0.2885,1,M23
RB_TinL_H_B_08,RB_TL_H_B_08,B,10,L,T,B,H,TLBH,0,4,4,100,1.142857143,4,30.2,6.09,8.5,24,21,13.58,0.9545,0.3835,0.746,0.5895,0.1565,NA,NA
