"series","female.line","n.female","female.age","male.line","n.male","male.age","mate.time1","mate.time2","mate.time3","mate.time4","mate.time5","n.mate.1hr","n.mate.2hr","ratio.1hr","ratio.2hr"
4,"Z30",5,13,"336",10,4,NA,NA,NA,NA,NA,0,0,0,0
6,"Z30",5,12,"336",10,5,21.48452381,NA,NA,NA,NA,1,1,0.2,0.2
-3,"Z30",5,12,"336",10,8,92.4,NA,NA,NA,NA,0,1,0,0.2
3,"Z30",5,8,"336",10,10,57.77666667,77.69333333,117.6933333,NA,NA,1,3,0.2,0.6
5,"Z30",5,8,"336",10,10,69.38666667,NA,NA,NA,NA,0,1,0,0.2
17,"Z30",5,6,"338",10,4,NA,NA,NA,NA,NA,NA,0,0,0
49,"Z30",5,6,"338",10,7,NA,NA,NA,NA,NA,NA,0,0,0
28,"Z30",5,8,"338",10,4,NA,NA,NA,NA,NA,NA,0,0,0
18,"Z30",5,6,"340",10,4,NA,NA,NA,NA,NA,NA,0,0,0
50,"Z30",5,6,"340",9,7,36.47033898,NA,NA,NA,NA,1,1,0.2,0.2
29,"Z30",5,8,"340",10,4,NA,NA,NA,NA,NA,NA,0,0,0
22,"Z30",5,6,"348",10,4,87.7,NA,NA,NA,NA,NA,1,0,0.2
54,"Z30",5,6,"348",10,7,NA,NA,NA,NA,NA,NA,0,0,0
33,"Z30",5,8,"348",10,4,45.7259887,NA,NA,NA,NA,1,1,0.2,0.2
24,"Z30",5,6,"350",10,4,54.41666667,NA,NA,NA,NA,NA,1,0,0.2
56,"Z30",5,6,"350",10,7,43.45480226,NA,NA,NA,NA,1,1,0.2,0.2
35,"Z30",5,8,"350",10,4,NA,NA,NA,NA,NA,NA,0,0,0
25,"Z30",5,6,"352",10,4,34,42.08333333,NA,NA,NA,2,2,0.4,0.4
57,"Z30",5,6,"352",10,7,NA,NA,NA,NA,NA,NA,0,0,0
36,"Z30",5,8,"352",10,4,NA,NA,NA,NA,NA,NA,0,0,0
27,"Z30",5,6,"354",10,4,NA,NA,NA,NA,NA,NA,0,0,0
59,"Z30",5,6,"354",10,7,NA,NA,NA,NA,NA,NA,0,0,0
38,"Z30",5,8,"354",10,4,NA,NA,NA,NA,NA,NA,0,0,0
28,"Z30",5,6,"355",10,4,NA,NA,NA,NA,NA,NA,0,0,0
60,"Z30",5,6,"355",10,7,NA,NA,NA,NA,NA,NA,0,0,0
39,"Z30",5,8,"355",10,4,NA,NA,NA,NA,NA,NA,0,0,0
29,"Z30",5,6,"356",9,4,NA,NA,NA,NA,NA,NA,0,0,0
1,"Z30",5,5,"356",10,9,74.16666667,NA,NA,NA,NA,NA,1,0,0.2
40,"Z30",5,8,"356",10,4,NA,NA,NA,NA,NA,NA,0,0,0
16,"Z30",5,6,"357",10,5,NA,NA,NA,NA,NA,NA,0,0,0
10,"Z30",5,7,"357",10,5,109.6872881,NA,NA,NA,NA,NA,1,0,0.2
8,"Z30",5,8,"357",10,5,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,8,"357",10,6,NA,NA,NA,NA,NA,NA,0,0,0
27,"Z30",5,10,"357",10,5,NA,NA,NA,NA,NA,NA,0,0,0
20,"Z30",5,12,"357",10,6,NA,NA,NA,NA,NA,NA,0,0,0
30,"Z30",5,14,"357",10,8,NA,NA,NA,NA,NA,NA,0,0,0
16,"Z30",5,15,"357",10,4,NA,NA,NA,NA,NA,NA,0,0,0
8,"Z30",5,7,"357",10,5,NA,NA,NA,NA,NA,NA,0,0,0
9,"Z30",5,5,"357",10,7,NA,NA,NA,NA,NA,NA,0,0,0
17,"Z30",5,6,"358",10,5,NA,NA,NA,NA,NA,NA,0,0,0
11,"Z30",5,7,"358",10,5,NA,NA,NA,NA,NA,NA,0,0,0
9,"Z30",5,8,"358",10,5,72.3039548,NA,NA,NA,NA,NA,1,0,0.2
7,"Z30",5,8,"358",10,6,65.02372881,97.02372881,NA,NA,NA,NA,2,0,0.4
28,"Z30",5,10,"358",10,5,87.49237288,89.49237288,NA,NA,NA,NA,2,0,0.4
21,"Z30",5,12,"358",10,6,27.70621469,64.53954802,86.87288136,111.7062147,NA,1,4,0.2,0.8
5,"Z30",5,17,"358",10,3,98.60056497,NA,NA,NA,NA,NA,1,0,0.2
17,"Z30",5,15,"358",10,4,65.15819209,92.79152542,NA,NA,NA,NA,2,0,0.4
9,"Z30",5,7,"358",10,5,86.84745763,90.51412429,NA,NA,NA,NA,2,0,0.4
10,"Z30",5,5,"358",10,7,NA,NA,NA,NA,NA,NA,0,0,0
30,"Z30",5,6,"359",10,4,70.33333333,99.33333333,NA,NA,NA,NA,2,0,0.4
2,"Z30",5,5,"359",10,9,53.83474576,NA,NA,NA,NA,1,1,0.2,0.2
41,"Z30",5,8,"359",10,4,44.91581921,NA,NA,NA,NA,1,1,0.2,0.2
18,"Z30",5,6,"360",10,4,NA,NA,NA,NA,NA,NA,0,0,0
12,"Z30",5,7,"360",10,5,NA,NA,NA,NA,NA,NA,0,0,0
10,"Z30",5,8,"360",10,5,82.96694915,NA,NA,NA,NA,NA,1,0,0.2
8,"Z30",5,8,"360",10,8,NA,NA,NA,NA,NA,NA,0,0,0
29,"Z30",5,10,"360",10,5,62.27542373,NA,NA,NA,NA,NA,1,0,0.2
22,"Z30",5,12,"360",10,6,17.57485876,NA,NA,NA,NA,1,1,0.2,0.2
6,"Z30",5,17,"360",10,3,32.97570621,95.64237288,NA,NA,NA,1,2,0.2,0.4
18,"Z30",5,15,"360",10,4,NA,NA,NA,NA,NA,NA,0,0,0
10,"Z30",5,7,"360",10,5,37.95338983,NA,NA,NA,NA,1,1,0.2,0.2
11,"Z30",5,5,"360",10,7,34.48870056,78.98870056,NA,NA,NA,1,2,0.2,0.4
31,"Z30",5,6,"361",10,4,59.66666667,NA,NA,NA,NA,NA,1,0,0.2
3,"Z30",5,5,"361",10,9,NA,NA,NA,NA,NA,NA,0,0,0
42,"Z30",5,8,"361",10,4,NA,NA,NA,NA,NA,NA,0,0,0
19,"Z30",5,6,"362",10,4,NA,NA,NA,NA,NA,NA,0,0,0
13,"Z30",5,7,"362",10,5,NA,NA,NA,NA,NA,NA,0,0,0
11,"Z30",5,8,"362",10,5,NA,NA,NA,NA,NA,NA,0,0,0
9,"Z30",5,8,"362",10,6,NA,NA,NA,NA,NA,NA,0,0,0
30,"Z30",5,10,"362",10,5,NA,NA,NA,NA,NA,NA,0,0,0
23,"Z30",5,12,"362",10,6,NA,NA,NA,NA,NA,NA,0,0,0
7,"Z30",5,17,"362",10,3,NA,NA,NA,NA,NA,NA,0,0,0
19,"Z30",5,15,"362",10,4,NA,NA,NA,NA,NA,NA,0,0,0
11,"Z30",5,7,"362",10,5,NA,NA,NA,NA,NA,NA,0,0,0
12,"Z30",5,5,"362",10,7,119.3375706,NA,NA,NA,NA,NA,1,0,0.2
20,"Z30",5,6,"365",10,8,83.11553672,NA,NA,NA,NA,NA,1,0,0.2
14,"Z30",5,7,"365",10,5,NA,NA,NA,NA,NA,NA,0,0,0
12,"Z30",5,8,"365",10,6,NA,NA,NA,NA,NA,NA,0,0,0
10,"Z30",5,8,"365",10,6,33.95225989,NA,NA,NA,NA,1,1,0.2,0.2
4,"Z30",5,11,"365",10,6,NA,NA,NA,NA,NA,NA,0,0,0
26,"Z30",5,12,"365",10,6,NA,NA,NA,NA,NA,NA,0,0,0
8,"Z30",5,17,"365",10,3,NA,NA,NA,NA,NA,NA,0,0,0
20,"Z30",5,15,"365",10,4,NA,NA,NA,NA,NA,NA,0,0,0
12,"Z30",5,7,"365",10,5,NA,NA,NA,NA,NA,NA,0,0,0
13,"Z30",5,5,"365",10,7,NA,NA,NA,NA,NA,NA,0,0,0
33,"Z30",5,6,"367",10,4,NA,NA,NA,NA,NA,NA,0,0,0
5,"Z30",5,5,"367",10,9,NA,NA,NA,NA,NA,NA,0,0,0
44,"Z30",5,8,"367",10,4,NA,NA,NA,NA,NA,NA,0,0,0
54,"Z30",5,8,"370",10,4,NA,NA,NA,NA,NA,NA,0,0,0
57,"Z30",5,12,"370",10,4,NA,NA,NA,NA,NA,NA,0,0,0
5,"Z30",5,12,"370",10,4,NA,NA,NA,NA,NA,NA,0,0,0
34,"Z30",5,6,"371",10,3,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,5,"371",10,9,NA,NA,NA,NA,NA,NA,0,0,0
45,"Z30",5,8,"371",10,4,NA,NA,NA,NA,NA,NA,0,0,0
55,"Z30",5,8,"373",10,4,NA,NA,NA,NA,NA,NA,0,0,0
58,"Z30",5,12,"373",10,4,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,12,"373",10,4,84.10451977,NA,NA,NA,NA,NA,1,0,0.2
1,"Z30",5,11,"374",10,6,NA,NA,NA,NA,NA,NA,0,0,0
59,"Z30",5,12,"374",10,4,62.71016949,NA,NA,NA,NA,NA,1,0,0.2
7,"Z30",5,12,"374",10,4,32.12542373,NA,NA,NA,NA,1,1,0.2,0.2
21,"Z30",5,6,"375",10,4,40.25056497,NA,NA,NA,NA,1,1,0.2,0.2
15,"Z30",5,7,"375",10,5,NA,NA,NA,NA,NA,NA,0,0,0
13,"Z30",5,8,"375",10,5,54.62259887,NA,NA,NA,NA,1,1,0.2,0.2
11,"Z30",5,8,"375",10,8,100.2062147,NA,NA,NA,NA,NA,1,0,0.2
13,"Z30",5,11,"375",9,6,NA,NA,NA,NA,NA,NA,0,0,0
24,"Z30",5,12,"375",10,6,35.62881356,NA,NA,NA,NA,1,1,0.2,0.2
9,"Z30",5,17,"375",10,3,82.48446328,110.8677966,NA,NA,NA,NA,2,0,0.4
21,"Z30",5,15,"375",10,4,22.36440678,58.19774011,NA,NA,NA,2,2,0.4,0.4
13,"Z30",5,7,"375",10,5,46.27118644,NA,NA,NA,NA,1,1,0.2,0.2
14,"Z30",5,5,"375",10,7,46.9019774,NA,NA,NA,NA,1,1,0.2,0.2
2,"Z30",5,11,"377",10,6,74.84011299,79.25677966,104.840113,116.840113,NA,NA,4,0,0.8
59,"Z30",5,13,"377",10,4,30.5299435,NA,NA,NA,NA,1,1,0.2,0.2
31,"Z30",5,12,"377",10,9,NA,NA,NA,NA,NA,NA,0,0,0
57,"Z30",5,15,"377",10,6,11.69830508,NA,NA,NA,NA,1,1,0.2,0.2
16,"Z30",5,7,"379",10,5,80.22881356,NA,NA,NA,NA,NA,1,0,0.2
14,"Z30",5,8,"379",10,5,68.28559322,NA,NA,NA,NA,NA,1,0,0.2
12,"Z30",5,8,"379",10,6,66.61016949,116.6435028,NA,NA,NA,NA,2,0,0.4
3,"Z30",5,10,"379",10,5,57.16610169,NA,NA,NA,NA,1,1,0.2,0.2
22,"Z30",5,11,"379",10,6,55.31553672,NA,NA,NA,NA,1,1,0.2,0.2
25,"Z30",5,12,"379",10,6,111.0474576,NA,NA,NA,NA,NA,1,0,0.2
10,"Z30",5,17,"379",10,3,70.74293785,NA,NA,NA,NA,NA,1,0,0.2
22,"Z30",5,15,"379",10,4,NA,NA,NA,NA,NA,NA,0,0,0
14,"Z30",5,7,"379",10,5,NA,NA,NA,NA,NA,NA,0,0,0
15,"Z30",5,5,"379",10,7,109.1841808,NA,NA,NA,NA,NA,1,0,0.2
22,"Z30",5,6,"380",10,7,NA,NA,NA,NA,NA,NA,0,0,0
17,"Z30",5,7,"380",10,7,NA,NA,NA,NA,NA,NA,0,0,0
15,"Z30",5,8,"380",10,5,NA,NA,NA,NA,NA,NA,0,0,0
13,"Z30",5,8,"380",10,8,NA,NA,NA,NA,NA,NA,0,0,0
14,"Z30",5,11,"380",10,6,NA,NA,NA,NA,NA,NA,0,0,0
27,"Z30",5,12,"380",10,6,NA,NA,NA,NA,NA,NA,0,0,0
11,"Z30",5,17,"380",10,3,NA,NA,NA,NA,NA,NA,0,0,0
23,"Z30",5,15,"380",10,4,NA,NA,NA,NA,NA,NA,0,0,0
15,"Z30",5,7,"380",10,5,NA,NA,NA,NA,NA,NA,0,0,0
16,"Z30",5,5,"380",10,5,NA,NA,NA,NA,NA,NA,0,0,0
4,"Z30",5,11,"381",10,4,NA,NA,NA,NA,NA,NA,0,0,0
1,"Z30",5,17,"381",10,6,119.8333333,NA,NA,NA,NA,NA,1,0,0.2
9,"Z30",5,12,"381",10,4,NA,NA,NA,NA,NA,NA,0,0,0
35,"Z30",5,6,"382",10,3,NA,NA,NA,NA,NA,NA,0,0,0
7,"Z30",5,5,"382",10,9,NA,NA,NA,NA,NA,NA,0,0,0
46,"Z30",5,8,"382",10,4,NA,NA,NA,NA,NA,NA,0,0,0
56,"Z30",5,8,"383",10,4,NA,NA,NA,NA,NA,NA,0,0,0
2,"Z30",5,17,"383",10,4,NA,NA,NA,NA,NA,NA,0,0,0
10,"Z30",5,12,"383",10,5,NA,NA,NA,NA,NA,NA,0,0,0
8,"Z30",5,5,"385",9,5,NA,NA,NA,NA,NA,NA,0,0,0
5,"Z30",5,11,"385",10,6,NA,NA,NA,NA,NA,NA,0,0,0
11,"Z30",5,12,"385",10,4,NA,NA,NA,NA,NA,NA,0,0,0
9,"Z30",5,5,"386",10,5,NA,NA,NA,NA,NA,NA,0,0,0
47,"Z30",5,8,"386",10,4,NA,NA,NA,NA,NA,NA,0,0,0
12,"Z30",5,12,"386",10,4,117.8966102,NA,NA,NA,NA,NA,1,0,0.2
57,"Z30",5,8,"390",10,4,NA,NA,NA,NA,NA,NA,0,0,0
3,"Z30",5,17,"390",10,4,NA,NA,NA,NA,NA,NA,0,0,0
14,"Z30",5,12,"390",10,4,NA,NA,NA,NA,NA,NA,0,0,0
16,"Z30",5,8,"391",10,5,42.52824859,NA,NA,NA,NA,1,1,0.2,0.2
4,"Z30",5,10,"391",10,5,NA,NA,NA,NA,NA,NA,0,0,0
5,"Z30",5,11,"391",10,6,NA,NA,NA,NA,NA,NA,0,0,0
3,"Z30",5,12,"391",9,6,22.7039548,64.67062147,NA,NA,NA,1,2,0.2,0.4
6,"Z30",5,14,"391",10,8,NA,NA,NA,NA,NA,NA,0,0,0
12,"Z30",5,17,"391",9,3,24.77655367,25.77655367,NA,NA,NA,2,2,0.4,0.4
5,"Z30",5,15,"391",10,4,118.289548,NA,NA,NA,NA,NA,1,0,0.2
8,"Z30",5,11,"391",10,7,28.9579096,NA,NA,NA,NA,1,1,0.2,0.2
16,"Z30",5,7,"391",10,5,35.83898305,NA,NA,NA,NA,1,1,0.2,0.2
17,"Z30",5,5,"391",10,5,56.0819209,65.5819209,91.5819209,NA,NA,1,3,0.2,0.6
1,"Z30",5,7,"391",10,5,90.16666667,NA,NA,NA,NA,0,1,0,0.2
17,"Z30",5,7,"391",10,5,NA,NA,NA,NA,NA,0,0,0,0
23,"Z30",5,4,"391",10,7,NA,NA,NA,NA,NA,0,0,0,0
24,"Z30",5,4,"391",10,7,63.61609195,75.61609195,NA,NA,NA,0,2,0,0.4
1,"Z30",5,6,"391",10,10,NA,NA,NA,NA,NA,0,0,0,0
24,"Z30",5,6,"391",10,10,NA,NA,NA,NA,NA,0,0,0,0
23,"Z30",5,6,"391",10,9,NA,NA,NA,NA,NA,0,0,0,0
28,"Z30",5,6,"391",10,9,NA,NA,NA,NA,NA,0,0,0,0
4,"Z30",5,6,"391",10,7,NA,NA,NA,NA,NA,0,0,0,0
28,"Z30",5,6,"391",11,7,NA,NA,NA,NA,NA,0,0,0,0
11,"Z30",5,5,"392",9,5,NA,NA,NA,NA,NA,NA,0,0,0
49,"Z30",5,8,"392",9,4,NA,NA,NA,NA,NA,NA,0,0,0
15,"Z30",5,12,"392",10,4,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,11,"395",10,9,NA,NA,NA,NA,NA,NA,0,0,0
4,"Z30",5,17,"395",10,4,NA,NA,NA,NA,NA,NA,0,0,0
16,"Z30",5,12,"395",10,4,NA,NA,NA,NA,NA,NA,0,0,0
7,"Z30",5,11,"397",10,9,NA,NA,NA,NA,NA,NA,0,0,0
5,"Z30",5,17,"397",10,4,NA,NA,NA,NA,NA,NA,0,0,0
17,"Z30",5,12,"397",10,6,NA,NA,NA,NA,NA,NA,0,0,0
23,"Z30",5,6,"399",10,6,65.17062147,NA,NA,NA,NA,NA,1,0,0.2
18,"Z30",5,7,"399",10,5,NA,NA,NA,NA,NA,NA,0,0,0
17,"Z30",5,8,"399",10,5,103.7745763,NA,NA,NA,NA,NA,1,0,0.2
14,"Z30",5,8,"399",10,6,44.80141243,NA,NA,NA,NA,1,1,0.2,0.2
15,"Z30",5,11,"399",10,6,NA,NA,NA,NA,NA,NA,0,0,0
28,"Z30",5,12,"399",10,6,NA,NA,NA,NA,NA,NA,0,0,0
13,"Z30",5,17,"399",10,3,84.63502825,NA,NA,NA,NA,NA,1,0,0.2
24,"Z30",5,15,"399",10,4,NA,NA,NA,NA,NA,NA,0,0,0
17,"Z30",5,7,"399",10,5,NA,NA,NA,NA,NA,NA,0,0,0
18,"Z30",5,5,"399",10,7,NA,NA,NA,NA,NA,NA,0,0,0
8,"Z30",5,11,"405",10,6,NA,NA,NA,NA,NA,NA,0,0,0
6,"Z30",5,17,"405",10,4,NA,NA,NA,NA,NA,NA,0,0,0
18,"Z30",5,12,"405",10,4,NA,NA,NA,NA,NA,NA,0,0,0
11,"Z30",5,12,"405",10,8,NA,NA,NA,NA,NA,0,0,0,0
6,"Z30",5,12,"405",10,9,NA,NA,NA,NA,NA,0,0,0,0
9,"Z30",5,11,"406",10,6,NA,NA,NA,NA,NA,NA,0,0,0
7,"Z30",5,17,"406",10,4,NA,NA,NA,NA,NA,NA,0,0,0
19,"Z30",5,12,"406",10,4,NA,NA,NA,NA,NA,NA,0,0,0
12,"Z30",5,12,"406",10,8,NA,NA,NA,NA,NA,0,0,0,0
5,"Z30",5,12,"406",10,9,NA,NA,NA,NA,NA,0,0,0,0
14,"Z30",5,5,"409",10,5,30.15169492,60.60169492,NA,NA,NA,1,2,0.2,0.4
52,"Z30",5,8,"409",10,4,27.72683616,NA,NA,NA,NA,1,1,0.2,0.2
55,"Z30",5,17,"409",10,5,103.1112994,NA,NA,NA,NA,NA,1,0,0.2
10,"Z30",5,11,"426",10,6,NA,NA,NA,NA,NA,NA,0,0,0
8,"Z30",5,17,"426",10,4,NA,NA,NA,NA,NA,NA,0,0,0
20,"Z30",5,12,"426",10,6,NA,NA,NA,NA,NA,NA,0,0,0
19,"Z30",5,7,"427",10,5,NA,NA,NA,NA,NA,NA,0,0,0
18,"Z30",5,8,"427",10,5,NA,NA,NA,NA,NA,NA,0,0,0
15,"Z30",5,8,"427",10,8,NA,NA,NA,NA,NA,NA,0,0,0
5,"Z30",5,10,"427",10,5,NA,NA,NA,NA,NA,NA,0,0,0
23,"Z30",5,11,"427",10,6,NA,NA,NA,NA,NA,NA,0,0,0
29,"Z30",5,12,"427",10,6,NA,NA,NA,NA,NA,NA,0,0,0
14,"Z30",5,17,"427",10,3,NA,NA,NA,NA,NA,NA,0,0,0
25,"Z30",5,15,"427",10,4,115.7372881,NA,NA,NA,NA,NA,1,0,0.2
9,"Z30",5,11,"427",10,7,NA,NA,NA,NA,NA,NA,0,0,0
19,"Z30",5,5,"427",10,7,NA,NA,NA,NA,NA,NA,0,0,0
24,"Z30",5,6,"437",10,8,NA,NA,NA,NA,NA,NA,0,0,0
20,"Z30",5,7,"437",10,5,NA,NA,NA,NA,NA,NA,0,0,0
19,"Z30",5,8,"437",10,5,NA,NA,NA,NA,NA,NA,0,0,0
16,"Z30",5,8,"437",10,6,NA,NA,NA,NA,NA,NA,0,0,0
16,"Z30",5,11,"437",10,6,NA,NA,NA,NA,NA,NA,0,0,0
30,"Z30",5,12,"437",10,6,NA,NA,NA,NA,NA,NA,0,0,0
15,"Z30",5,17,"437",10,3,NA,NA,NA,NA,NA,NA,0,0,0
26,"Z30",5,15,"437",10,4,NA,NA,NA,NA,NA,NA,0,0,0
10,"Z30",5,11,"437",10,7,NA,NA,NA,NA,NA,NA,0,0,0
20,"Z30",5,5,"437",10,7,NA,NA,NA,NA,NA,NA,0,0,0
11,"Z30",5,11,"439",10,4,NA,NA,NA,NA,NA,NA,0,0,0
9,"Z30",5,17,"439",10,4,NA,NA,NA,NA,NA,NA,0,0,0
21,"Z30",5,12,"439",10,4,NA,NA,NA,NA,NA,NA,0,0,0
13,"Z30",5,12,"439",10,8,NA,NA,NA,NA,NA,0,0,0,0
4,"Z30",5,12,"439",10,8,NA,NA,NA,NA,NA,1,1,0.2,0.2
12,"Z30",5,11,"440",10,3,58.34124294,119.2412429,NA,NA,NA,1,2,0.2,0.4
56,"Z30",5,17,"440",10,5,38.62570621,67.92570621,NA,NA,NA,1,2,0.2,0.4
58,"Z30",5,15,"440",10,11,41.28220339,47.48220339,NA,NA,NA,2,2,0.4,0.4
59,"Z30",5,12,"440",9,4,22.54576271,24.54576271,46.54576271,NA,NA,3,3,0.6,0.6
51,"Z30",5,6,"440",10,4,NA,NA,NA,NA,NA,NA,0,0,0
52,"Z30",5,6,"440",10,4,100.1771186,NA,NA,NA,NA,NA,1,0,0.2
26,"Z30",5,5,"440",10,7,NA,NA,NA,NA,NA,NA,0,0,0
18,"Z30",5,7,"440",9,5,NA,NA,NA,NA,NA,NA,0,0,0
4,"Z30",5,17,"440",10,5,79.53055556,NA,NA,NA,NA,NA,1,0,0.2
10,"Z30",5,17,"440",10,5,25.59166667,62.59166667,NA,NA,NA,1,2,0.2,0.4
2,"Z30",5,18,"440",10,4,53.18541667,117.8520833,NA,NA,NA,1,2,0.2,0.4
2,"Z30",5,18,"440",9,6,93.845,115.845,119.845,NA,NA,NA,3,0,0.6
1,"Z30",5,19,"440",10,4,14.25,83,NA,NA,NA,1,2,0.2,0.4
4,"Z30",5,19,"440",10,4,26.55555556,112.5555556,NA,NA,NA,1,2,0.2,0.4
58,"Z30",5,8,"441",10,4,NA,NA,NA,NA,NA,NA,0,0,0
10,"Z30",5,17,"441",10,7,NA,NA,NA,NA,NA,NA,0,0,0
22,"Z30",5,12,"441",10,4,NA,NA,NA,NA,NA,NA,0,0,0
13,"Z30",5,11,"443",10,3,NA,NA,NA,NA,NA,NA,0,0,0
11,"Z30",5,17,"443",10,4,NA,NA,NA,NA,NA,NA,0,0,0
23,"Z30",5,12,"443",10,4,NA,NA,NA,NA,NA,NA,0,0,0
14,"Z30",5,11,"461",10,3,NA,NA,NA,NA,NA,NA,0,0,0
14,"Z30",5,17,"461",10,4,NA,NA,NA,NA,NA,NA,0,0,0
26,"Z30",5,12,"461",10,4,NA,NA,NA,NA,NA,NA,0,0,0
25,"Z30",5,6,"486",10,7,NA,NA,NA,NA,NA,NA,0,0,0
21,"Z30",5,7,"486",10,4,57.38841808,101.9717514,108.4384181,116.9717514,NA,1,4,0.2,0.8
6,"Z30",5,10,"486",10,5,94.99858757,NA,NA,NA,NA,NA,1,0,0.2
24,"Z30",5,11,"486",10,6,NA,NA,NA,NA,NA,NA,0,0,0
4,"Z30",5,12,"486",10,6,NA,NA,NA,NA,NA,NA,0,0,0
7,"Z30",5,14,"486",10,8,NA,NA,NA,NA,NA,NA,0,0,0
16,"Z30",5,17,"486",10,3,NA,NA,NA,NA,NA,NA,0,0,0
27,"Z30",5,15,"486",10,4,NA,NA,NA,NA,NA,NA,0,0,0
11,"Z30",5,11,"486",10,7,84.51129944,NA,NA,NA,NA,NA,1,0,0.2
21,"Z30",5,5,"486",10,7,48.1440678,NA,NA,NA,NA,1,1,0.2,0.2
17,"Z30",5,11,"491",10,9,NA,NA,NA,NA,NA,NA,0,0,0
17,"Z30",5,17,"491",10,4,NA,NA,NA,NA,NA,NA,0,0,0
29,"Z30",5,12,"491",10,4,NA,NA,NA,NA,NA,NA,0,0,0
18,"Z30",5,11,"492",10,9,42.2819209,NA,NA,NA,NA,1,1,0.2,0.2
18,"Z30",5,17,"492",10,4,NA,NA,NA,NA,NA,NA,0,0,0
30,"Z30",5,12,"492",9,4,NA,NA,NA,NA,NA,NA,0,0,0
19,"Z30",5,11,"502",10,3,NA,NA,NA,NA,NA,NA,0,0,0
19,"Z30",5,17,"502",10,4,NA,NA,NA,NA,NA,NA,0,0,0
31,"Z30",5,12,"502",10,4,NA,NA,NA,NA,NA,NA,0,0,0
20,"Z30",5,11,"505",9,3,NA,NA,NA,NA,NA,NA,0,0,0
20,"Z30",5,17,"505",10,4,78.10706215,NA,NA,NA,NA,NA,1,0,0.2
32,"Z30",5,12,"505",10,4,NA,NA,NA,NA,NA,NA,0,0,0
21,"Z30",5,11,"508",10,9,NA,NA,NA,NA,NA,NA,0,0,0
21,"Z30",5,17,"508",9,4,45.62146893,99.28813559,NA,NA,NA,1,2,0.2,0.4
33,"Z30",5,12,"508",10,4,90.33559322,NA,NA,NA,NA,NA,1,0,0.2
22,"Z30",5,11,"509",10,3,NA,NA,NA,NA,NA,NA,0,0,0
22,"Z30",5,17,"509",10,4,NA,NA,NA,NA,NA,NA,0,0,0
34,"Z30",5,12,"509",10,9,11.72316384,80.18983051,NA,NA,NA,1,2,0.2,0.4
23,"Z30",5,11,"513",10,3,NA,NA,NA,NA,NA,NA,0,0,0
23,"Z30",5,17,"513",10,4,NA,NA,NA,NA,NA,NA,0,0,0
35,"Z30",5,12,"513",10,4,NA,NA,NA,NA,NA,NA,0,0,0
2,"Z30",5,12,"513",10,8,NA,NA,NA,NA,NA,0,0,0,0
-4,"Z30",5,12,"513",10,7,NA,NA,NA,NA,NA,0,0,0,0
27,"Z30",5,6,"517",10,8,NA,NA,NA,NA,NA,NA,0,0,0
