Gene_Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FOXC2,615.8970961369828,4.854392503039733,0.8428963580596813,5.759180777829411,8.452314253845622e-9,5.66369823699257e-7
FAM120B,635.061031930062,0.1437180589669894,0.30248239936733784,0.47512866622185396,0.6346952673373265,0.8797801006944997
UGDH,630.7086415864508,-0.1007094108276641,0.6336763295226358,-0.15892878767229798,0.8737249796626404,0.9690903316207666
SOCS5,631.6793139330324,0.12656514469025204,0.7623569644941067,0.16601821795415686,0.8681426132707686,0.9682383880806372
SPOUT1,698.2700436872461,0.5606977597995695,0.6073722445054988,0.9231534118851117,0.35592726336248964,0.7002038142797055
ABCC3,652.7476349157979,0.05856409847422469,0.46708947985113375,0.12538089809449288,0.9002220098842628,0.975941673618019
TSFM,655.1765904514929,0.2384220404887479,0.39722404709938525,0.6002205612418395,0.5483592523627379,0.8372843517174718
LOC104976281,658.7889236308006,-0.09869893369812427,0.8299136046525527,-0.11892675712846647,0.905333383072691,0.9777309828676233
ANKRD52,715.8120814924508,1.0589812329424009,1.2762479937345317,0.829761330196987,0.4066737382940867,0.741365043523159
PHF24,589.6363674830659,-2.4743476459784794,0.7067935435871392,-3.5008068033850424,4.638519778474348e-4,0.008219156272111235
SCAPER,632.801475327191,0.7689861380215264,0.5167318508088914,1.4881725150438403,0.1367054036225111,0.4258711798991978
COQ2,631.089976074593,-0.0035881302162840156,0.47691858957274075,-0.007523569629564094,0.9939971165818011,1
GIPR,577.6884259201556,-4.217977712471289,1.1950736388304326,-3.5294709676629163,4.1639138819221536e-4,0.007574483847593197
ZNF462,751.2351530455784,1.5824531876727659,0.6691009488637958,2.3650440047349193,0.018027928713789308,0.12018815476485721
STN1,629.1498721715157,-0.252121685750258,0.4353144435644568,-0.579171423042678,0.5624735110812423,0.8435173413908289
BOLA-DOA,539.5659917755557,-0.980615844780652,1.4596842629563693,-0.6717999704912645,NA,NA
PUM3,639.4736531953496,0.3434972668734921,0.3792254575410654,0.9057864129184829,0.3650489139519543,0.708496820318103
PCSK6,677.0941374937364,0.658070650758663,1.0872001333314103,0.6052893396381362,0.5449867633819463,0.8348999127420167
METTL17,631.686706294612,-0.03884176683995621,0.4111362348616582,-0.09447419990365466,0.924732476258112,0.9822638021174274
FBXL19,612.1105547086298,-0.6573902610144902,0.573875396823588,-1.1455278700797396,0.25199055726054304,0.5903952416905287
EDRF1,627.6838701501949,0.4000929727577344,0.5696982769812244,0.7022892448925562,0.4824987991252476,0.7950124605320458
TMEM268,591.2221487484643,-0.7185829795972877,0.49170284131524894,-1.4614171796834858,0.14390098887012687,0.4386273608786035
STAM,623.6119754562507,-0.24412458171721502,0.6355906982398004,-0.38409086601375947,0.7009111011121374,0.9115173493795671
IFI35,628.2638617066395,-0.19702995042930788,0.33091844801487297,-0.595403343667478,0.5515738910097072,0.838532317443391
P2RY2,747.2008942727716,1.534115335032552,0.8187344222348812,1.873764304235446,0.060962918395252086,0.26909092561846065
TRIAP1,653.6611456712212,0.06380643089559497,0.6107806257279537,0.10446701844798666,0.9167987405023617,0.9806249732768041
CRIPT,627.9913757401002,0.4727509597829533,0.8643490080574806,0.5469445274720725,0.5844168432853689,0.8546902389194645
OTUD6B,655.0233179278729,0.5899692726797321,0.8489720532547951,0.6949219004534999,0.48710424706467537,0.798094942094941
INO80E,651.3125169534286,0.42276341115809524,0.4186953532271333,1.0097160331482233,0.3126313586945591,0.6579554551394878
TAF6L,629.0488932143822,-0.6760979977119521,0.4539010108479197,-1.4895274113819499,0.13634854065589228,0.42510644541912684
SH2B2,616.2728197098043,-0.40708443913564774,0.4919433723943671,-0.8275026394893841,0.40795222665253755,0.7423448644185027
PARP2,609.3543626704653,-0.6858523013477462,0.38598192065278286,-1.7769026595541435,0.0755842567439173,0.3045836558051543
BRAT1,636.2253739181444,-0.525515188100866,0.7236952769088977,-0.7261553375689923,0.4677435481851732,0.7845369630968154
FAAP20,610.2200466176121,-0.5728354671457514,0.4542090889840241,-1.2611712998237685,0.2072471365607232,0.5359374791232423
MRPL47,630.2686166237597,0.7570239320873376,0.5923049143434554,1.2780983472447907,0.2012147516365889,0.527118752452412
LOC112449102,626.2239866041693,-0.966167620077272,1.0267375915719383,-0.9410073498897283,0.3467010926669687,0.691859357559632
PHETA2,626.0759219545097,-0.16261963911321736,0.6054263146221549,-0.2686035198432164,0.7882348033683875,0.944583542047812
CACNG6,1086.9508720186996,14.227197397267709,2.2308304836489987,6.377534062559561,1.7996203368535468e-10,1.56584875976277e-8
P4HTM,636.8722078462073,0.44688112681310027,0.5940319143187531,0.7522847107054709,0.4518798603772425,0.7746384122784066
CYREN,716.4721741453551,0.5204284401984385,0.6344416053333326,0.8202936815989674,0.4120487074642995,0.7459001834808698
ZNF746,652.3926718968521,0.2586597462999946,0.4562210897239866,0.5669613968448577,0.57074040913202,0.8470209851535553
DBT,621.2471700557765,0.24836424073854416,0.74687328400842945,0.33253865957768153,0.739482552841114,0.9274775391965856
CHCHD7,657.692475616857,1.0777341209760039,0.3460896946781219,3.114031239729176,0.0018454994866355374,0.02421300864348756
THOC2,612.9270754801299,0.0458093121876159,0.6447133323948585,0.07105376899443382,0.9433549621203972,0.9865815431253707
PDCD7,640.3099970232886,-0.012588343401472309,0.34115314774221595,-0.03689939103532582,0.9705652253015331,0.9943254855541249
TOMM5,647.9586281415773,0.17704099484557595,0.6607868514415157,0.2679245122074668,0.7887574252440296,0.944583542047812
ANKRD39,675.2735073597255,0.4431665314886522,0.4546094492904429,0.974829124604315,0.32964502761671693,0.6760935244250239
MECOM,629.1003938354598,-0.33717160496034215,0.9169041172114524,-0.36772831382388166,0.7130758262216936,0.9171297526400571
SLC23A2,603.2582905087525,-0.7178144377387233,0.377417260710696,-1.9019120545441988,0.05718265298719875,0.2577493345600822
FAT4,641.5090106560206,1.173616535202895,0.6188460053259462,1.8964597413612634,0.05789927861964291,0.260108010218067
DALRD3,626.2584177118222,-0.24490145326561918,0.3870183423268065,-0.6327903008246033,0.5268705914268363,0.8238948295300376
TAF1,615.5973721440989,0.04501639525758279,0.5273379233901463,0.08536536679968265,0.9319709259170974,0.9838917767473685
CDYL,659.7076466085019,0.5195599310652547,0.28382023716434673,1.8305950846077348,0.06716100277533597,0.2840438570596601
UQCC3,664.4862035482457,0.7333529581156787,0.4434577954017037,1.6537153382350063,0.09818536468966053,0.3533986093964752
CABLES1,601.0524750387032,-1.9332208664590793,0.4478257712737723,-4.3169040070211375,1.5823292971168448e-5,5.09638251883545e-4
NIN,589.9130462063788,-0.6222649407279269,0.9578520313361875,-0.6496462087780697,0.5159207774573498,0.816555518276162
MYNN,615.4713659454557,0.11307014322195118,0.6174952219620509,0.18311096053938386,0.8547109559103494,0.9640222459164158
CKS1B,595.3431646978555,-1.0066255809697753,0.4871203724790339,-2.0664822040739046,0.03878297104924146,0.20177159664578265
CLMN,615.1020387884702,0.12709091911690992,0.5072465538301254,0.2505505816792047,0.8021615931958908,0.9487165205476888
MYO1G,560.361866469951,-1.3733040595146802,0.7791612151261162,-1.762541606094183,0.07797783320647071,0.31015563451170486
SLAMF6,530.6905901871711,-1.0258039194599275,1.2709111479818374,-0.8071405472277653,NA,NA
REEP1,747.4780884805949,1.97738092992133,1.030203497442392,1.9194080925083479,0.05493270758731718,0.25129953518037934
LOC112441987,527.475063196321,-3.246260471380147,3.3095023985266834,-0.9808908048609694,NA,NA
PLCD3,743.8920557546843,1.9315189669270065,0.4985582943896006,3.874208871184906,1.0697163723901484e-4,0.002539059143360936
GALM,626.176457721632,-0.9458359465633294,0.49655704490316466,-1.9047880928721497,0.056807622303688306,0.2569861630804979
ZSCAN26,598.5563314494299,-0.002540503772670453,0.5263753913163849,-0.004826410608438665,0.9961490964420823,1
TMEM201,778.5977797804188,1.4062189624536483,0.7599578298526897,1.8503907811914115,0.0642572467521426,0.27686498853122
CHST14,624.3841057136693,-0.3182353080513498,0.48096247783741725,-0.6616634825283083,0.5081869129618852,0.8115611062059823
KRI1,626.0219319106507,0.20334034971836532,0.46297196249981304,0.4392066176544059,0.6605118304144575,0.8927008634075557
CABLES2,616.7549325582779,-0.13797711715997413,0.4439390270137017,-0.3108019542416027,0.7559511839450264,0.93221112267579
ANGEL2,615.9856161397914,0.24064233089461182,0.4876036485075159,0.4935203656313547,0.6216449534664179,0.8742319549030382
NINJ1,617.1599676337578,-0.34447508323998766,0.4565753442319448,-0.7544758769649876,0.4505635251032163,0.7734290765796284
KIFC2,614.7556563891073,-0.21802001416638822,0.5893535768820071,-0.36993075586277036,0.7114340846336924,0.9169233185556379
PRCP,619.4914610635559,-0.05078757142118663,0.4141942030821091,-0.12261777456870539,0.9024097785897278,0.9762103888321362
MSL2,600.2324053926502,-0.2525495201248653,0.6614461485710584,-0.3818141819563928,0.702599198635143,0.9120960054134513
SSSCA1,671.6080219609128,0.310455788796072,0.5304971622967827,0.5852166813710302,0.5584020297327419,0.8419416510879074
HSD17B11,589.3541025797531,-0.4246002739903166,0.7482899837567816,-0.5674274455186686,0.5704238076069638,0.8470209851535553
BTBD10,665.4121278538671,0.5359212632687212,0.4008438605462687,1.3369825910227726,0.18122831950980947,0.4993701086981342
FAM173B,659.020609941126,0.6911267597592835,0.38341274034861844,1.8025659740228657,0.07145640480518758,0.2947741458567456
MCM6,597.935371067135,0.08538193537785337,0.6154154630015881,0.1387386903822939,0.8896566432379064,0.9728829480303735
NHP2,709.6729589642107,1.1547806573796406,0.469325436488723,2.4605115504055743,0.013873910610913299,0.1005973560009381
WDR46,641.77351179517,0.2784402966140068,0.2954121147635889,0.9425486725107255,0.3459118041749776,0.6914149367574668
UNKL,623.4174587005602,-0.07892836595306374,0.562201337237354,-0.14039163681274067,0.8883505652696372,0.9726753494244723
TTC4,682.5109006979708,0.6215872142561203,0.4087108004403709,1.5208485158365839,0.12829785625889567,0.4120090356430089
