Host.Species,Lake,Year,Julian.Day,Julian,Date,Total,Uninfected.Adult,Uninfected.Juv,Uninfected.Males,Uninfected.Ephip,pasteuria.inf,metsch.inf,spiro.inf,brood.inf,larssonia.inf,spider.inf,gurleya.inf,caullerya.inf,micG.inf,coke.inf,pasteuria.prev,pasteuria.inf.density,metsch.prev,metsch.inf.density,spiro.prev,spiro.inf.density,brood.prev,brood.inf.density,larssonia.prev,spider.prev,gurleya.prev,caullerya.prev,micG.prev,micG.inf.density,coke.prev,Host.Density,Total.Density,Dentifera.density,Pulicaria.density,Retrocurva.density,Ceriodaphnia.density,Dubia.density,Parvula.density,Ambigua.density,Mendotae.density
ambigua,Mill,2021,2021263,263,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30247.1,11658.6,217.4,8777.9,815.3,190.2,8587.7,0,0
mendotae,Mill,2021,2021263,263,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30247.1,11658.6,217.4,8777.9,815.3,190.2,8587.7,0,0
pulicaria,Mill,2021,2021235,235,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62967.3,12011.9,0,31184.7,1494.7,0,18276,0,0
dubia,Mill,2021,2021235,235,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62967.3,12011.9,0,31184.7,1494.7,0,18276,0,0
ambigua,Mill,2021,2021235,235,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62967.3,12011.9,0,31184.7,1494.7,0,18276,0,0
mendotae,Mill,2021,2021235,235,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,62967.3,12011.9,0,31184.7,1494.7,0,18276,0,0
pulicaria,CrookedW,2021,2021242,242,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201701.9,11617.8,0,181605.1,4511.3,3967.7,0,0,0
parvula,CrookedW,2021,2021242,242,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201701.9,11617.8,0,181605.1,4511.3,3967.7,0,0,0
ambigua,CrookedW,2021,2021242,242,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201701.9,11617.8,0,181605.1,4511.3,3967.7,0,0,0
mendotae,CrookedW,2021,2021242,242,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,201701.9,11617.8,0,181605.1,4511.3,3967.7,0,0,0
pulicaria,LittleAppleton,2021,2021216,216,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,99363,99057.3,0,0,305.7,0,0,0,0
retrocurva,LittleAppleton,2021,2021216,216,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,99363,99057.3,0,0,305.7,0,0,0,0
dubia,LittleAppleton,2021,2021216,216,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,99363,99057.3,0,0,305.7,0,0,0,0
parvula,LittleAppleton,2021,2021216,216,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,99363,99057.3,0,0,305.7,0,0,0,0
ambigua,LittleAppleton,2021,2021216,216,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,99363,99057.3,0,0,305.7,0,0,0,0
mendotae,LittleAppleton,2021,2021216,216,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,99363,99057.3,0,0,305.7,0,0,0,0
pulicaria,LittleAppleton,2021,2021230,230,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,77525.4,71541.4,0,29.8,3288.3,29.8,2636.1,0,0
ambigua,LittleAppleton,2021,2021230,230,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,77525.4,71541.4,0,29.8,3288.3,29.8,2636.1,0,0
mendotae,LittleAppleton,2021,2021230,230,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,77525.4,71541.4,0,29.8,3288.3,29.8,2636.1,0,0
pulicaria,CrookedW,2021,2021256,256,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,81370.9,12256.5,0,61477.9,6549.5,1087,0,0,0
parvula,CrookedW,2021,2021256,256,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,81370.9,12256.5,0,61477.9,6549.5,1087,0,0,0
ambigua,CrookedW,2021,2021256,256,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,81370.9,12256.5,0,61477.9,6549.5,1087,0,0,0
mendotae,CrookedW,2021,2021256,256,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,81370.9,12256.5,0,61477.9,6549.5,1087,0,0,0
pulicaria,LittleAppleton,2021,2021258,258,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,95950.2,71382.9,0,0,23806.4,217.4,543.5,0,0
retrocurva,LittleAppleton,2021,2021258,258,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,95950.2,71382.9,0,0,23806.4,217.4,543.5,0,0
ambigua,LittleAppleton,2021,2021258,258,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,95950.2,71382.9,0,0,23806.4,217.4,543.5,0,0
mendotae,LittleAppleton,2021,2021258,258,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,95950.2,71382.9,0,0,23806.4,217.4,543.5,0,0
pulicaria,LittleAppleton,2021,2021244,244,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35301.9,27882.8,0,81.5,6685.4,0,652.2,0,0
dubia,LittleAppleton,2021,2021244,244,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35301.9,27882.8,0,81.5,6685.4,0,652.2,0,0
ambigua,LittleAppleton,2021,2021244,244,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35301.9,27882.8,0,81.5,6685.4,0,652.2,0,0
mendotae,LittleAppleton,2021,2021244,244,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35301.9,27882.8,0,81.5,6685.4,0,652.2,0,0
pulicaria,LittleAppleton,2021,2021272,272,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71996.4,50411.9,0,158.5,18838.7,0,2494.4,92.9,0
dubia,LittleAppleton,2021,2021272,272,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71996.4,50411.9,0,158.5,18838.7,0,2494.4,92.9,0
mendotae,LittleAppleton,2021,2021272,272,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,71996.4,50411.9,0,158.5,18838.7,0,2494.4,92.9,0
pulicaria,Walsh,2021,2021207,207,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,76569.1,73081.4,0,951.2,951.2,0,1585.3,0,0
dubia,Walsh,2021,2021207,207,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,76569.1,73081.4,0,951.2,951.2,0,1585.3,0,0
ambigua,Walsh,2021,2021207,207,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,76569.1,73081.4,0,951.2,951.2,0,1585.3,0,0
mendotae,Walsh,2021,2021207,207,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,76569.1,73081.4,0,951.2,951.2,0,1585.3,0,0
pulicaria,Walsh,2021,2021221,221,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,84231.3,82981.2,0,0,570.7,0,679.4,0,0
retrocurva,Walsh,2021,2021221,221,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,84231.3,82981.2,0,0,570.7,0,679.4,0,0
dubia,Walsh,2021,2021221,221,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,84231.3,82981.2,0,0,570.7,0,679.4,0,0
ambigua,Walsh,2021,2021221,221,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,84231.3,82981.2,0,0,570.7,0,679.4,0,0
mendotae,Walsh,2021,2021221,221,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,84231.3,82981.2,0,0,570.7,0,679.4,0,0
pulicaria,Walsh,2021,2021235,235,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161073.5,157622.1,0,108.7,543.5,0,2799.2,0,0
dubia,Walsh,2021,2021235,235,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161073.5,157622.1,0,108.7,543.5,0,2799.2,0,0
ambigua,Walsh,2021,2021235,235,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161073.5,157622.1,0,108.7,543.5,0,2799.2,0,0
mendotae,Walsh,2021,2021235,235,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161073.5,157622.1,0,108.7,543.5,0,2799.2,0,0
pulicaria,Walsh,2021,2021250,250,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,79620.2,68280.3,0,0,3298.2,0,8041.7,0,0
retrocurva,Walsh,2021,2021250,250,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,79620.2,68280.3,0,0,3298.2,0,8041.7,0,0
dubia,Walsh,2021,2021250,250,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,79620.2,68280.3,0,0,3298.2,0,8041.7,0,0
ambigua,Walsh,2021,2021250,250,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,79620.2,68280.3,0,0,3298.2,0,8041.7,0,0
mendotae,Walsh,2021,2021250,250,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,79620.2,68280.3,0,0,3298.2,0,8041.7,0,0
pulicaria,Walsh,2021,2021263,263,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,113290.8,100212.3,0,84.9,424.6,0,12569,0,0
dubia,Walsh,2021,2021263,263,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,113290.8,100212.3,0,84.9,424.6,0,12569,0,0
ambigua,Walsh,2021,2021263,263,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,113290.8,100212.3,0,84.9,424.6,0,12569,0,0
mendotae,Walsh,2021,2021263,263,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,113290.8,100212.3,0,84.9,424.6,0,12569,0,0
pulicaria,Mill,2021,2021250,250,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34634.6,15883,0,9267.1,2772,0,6603.8,108.7,0
dubia,Mill,2021,2021250,250,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34634.6,15883,0,9267.1,2772,0,6603.8,108.7,0
mendotae,Mill,2021,2021250,250,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34634.6,15883,0,9267.1,2772,0,6603.8,108.7,0
ambigua,Bishop,2021,2021202,202,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53965.2,28861.1,611.5,20789.8,152.9,3397,152.9,0,0
mendotae,Bishop,2021,2021202,202,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53965.2,28861.1,611.5,20789.8,152.9,3397,152.9,0,0
parvula,Bishop,2021,2021216,216,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,75801.3,29486.2,733.8,40084.9,34,5217.8,0,244.6,0
mendotae,Bishop,2021,2021216,216,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,75801.3,29486.2,733.8,40084.9,34,5217.8,0,244.6,0
parvula,Bishop,2021,2021230,230,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,74730.1,23480.3,181.2,35872.6,452.9,14607.2,0,135.9,0
mendotae,Bishop,2021,2021230,230,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,74730.1,23480.3,181.2,35872.6,452.9,14607.2,0,135.9,0
parvula,Bishop,2021,2021244,244,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,93769.4,21401.3,317.1,21005,396.3,50649.7,0,0,0
ambigua,Bishop,2021,2021244,244,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,93769.4,21401.3,317.1,21005,396.3,50649.7,0,0,0
mendotae,Bishop,2021,2021244,244,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,93769.4,21401.3,317.1,21005,396.3,50649.7,0,0,0
parvula,Bishop,2021,2021258,258,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57516.4,14675.2,188.1,23031.8,2772,16849.3,0,0,0
ambigua,Bishop,2021,2021258,258,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57516.4,14675.2,188.1,23031.8,2772,16849.3,0,0,0
mendotae,Bishop,2021,2021258,258,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57516.4,14675.2,188.1,23031.8,2772,16849.3,0,0,0
parvula,Bishop,2021,2021272,272,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,49858.2,17992.9,794.9,17992.9,877.2,11962.5,0,237.8,0
mendotae,Bishop,2021,2021272,272,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,49858.2,17992.9,794.9,17992.9,877.2,11962.5,0,237.8,0
pulicaria,CrookedW,2021,2021270,270,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31026.2,6440.8,0,22193.9,1277.3,1114.2,0,0,0
parvula,CrookedW,2021,2021270,270,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31026.2,6440.8,0,22193.9,1277.3,1114.2,0,0,0
ambigua,CrookedW,2021,2021270,270,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31026.2,6440.8,0,22193.9,1277.3,1114.2,0,0,0
mendotae,CrookedW,2021,2021270,270,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31026.2,6440.8,0,22193.9,1277.3,1114.2,0,0,0
pulicaria,Mill,2021,2021207,207,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,59006.4,7235.7,0,23337.6,16305.7,0,12127.4,0,0
dubia,Mill,2021,2021207,207,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,59006.4,7235.7,0,23337.6,16305.7,0,12127.4,0,0
ambigua,Mill,2021,2021207,207,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,59006.4,7235.7,0,23337.6,16305.7,0,12127.4,0,0
mendotae,Mill,2021,2021207,207,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,59006.4,7235.7,0,23337.6,16305.7,0,12127.4,0,0
pulicaria,Mill,2021,2021221,221,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66735.8,4728.7,0,9330.5,27108.3,0,25477.7,90.6,0
dubia,Mill,2021,2021221,221,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66735.8,4728.7,0,9330.5,27108.3,0,25477.7,90.6,0
mendotae,Mill,2021,2021221,221,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66735.8,4728.7,0,9330.5,27108.3,0,25477.7,90.6,0
pulicaria,Mill,2021,2021277,277,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24265.2,9946.5,0,13232.7,489.2,0,452.9,143.9,0
dubia,Mill,2021,2021277,277,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24265.2,9946.5,0,13232.7,489.2,0,452.9,143.9,0
mendotae,Mill,2021,2021277,277,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,24265.2,9946.5,0,13232.7,489.2,0,452.9,143.9,0
parvula,CrookedW,2021,2021204,204,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30811.2,7283.2,61.4,14063.7,6712.5,2690.4,0,0,0
ambigua,CrookedW,2021,2021204,204,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30811.2,7283.2,61.4,14063.7,6712.5,2690.4,0,0,0
mendotae,CrookedW,2021,2021204,204,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30811.2,7283.2,61.4,14063.7,6712.5,2690.4,0,0,0
pulicaria,CrookedW,2021,2021214,214,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53387.7,13656.1,0,31660.3,1005.5,7065.8,0,0,0
parvula,CrookedW,2021,2021214,214,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53387.7,13656.1,0,31660.3,1005.5,7065.8,0,0,0
ambigua,CrookedW,2021,2021214,214,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53387.7,13656.1,0,31660.3,1005.5,7065.8,0,0,0
mendotae,CrookedW,2021,2021214,214,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53387.7,13656.1,0,31660.3,1005.5,7065.8,0,0,0
